,index,tavg,tmin,tmax,prcp,wspd,pres,tsun,mrc,time
1435,2023-08-01,12.4,13.5,21.8,210.2,11.2,1011.9,,Les Sources,
1436,2023-09-01,7.4,12.3,21.3,69.8,9.5,1018.1,,Les Sources,
1437,2023-10-01,2.8,7.7,15.0,134.6,12.1,1012.3,,Les Sources,
1438,2023-11-01,-5.6,-3.6,3.7,73.3,12.7,1017.6,,Les Sources,
1439,2023-12-01,-11.5,-6.2,1.5,100.5,11.4,1019.1,,Les Sources,
1440,2016-01-01,-12.1,-12.5,-2.7,,,,,Le Val-Saint-François,
1441,2016-02-01,-10.7,-11.4,-1.8,148.4,,,,Le Val-Saint-François,
1442,2016-03-01,-10.7,-5.3,5.0,101.0,,,,Le Val-Saint-François,
1443,2016-04-01,0.8,-3.2,9.2,67.0,,,,Le Val-Saint-François,
1444,2016-05-01,13.8,5.9,19.7,67.2,,,,Le Val-Saint-François,
1445,2016-06-01,14.7,11.0,23.5,76.4,,,,Le Val-Saint-François,
1446,2016-07-01,17.0,,,,,,,Le Val-Saint-François,
1447,2016-08-01,17.5,14.9,26.3,,,,,Le Val-Saint-François,
1448,2016-09-01,13.0,,,,,,,Le Val-Saint-François,
1449,2016-10-01,6.4,4.3,13.5,190.4,,,,Le Val-Saint-François,
1450,2016-11-01,1.5,-0.2,7.2,,,,,Le Val-Saint-François,
1451,2016-12-01,-13.2,-9.3,-1.0,,,,,Le Val-Saint-François,
1452,2017-01-01,-13.2,-8.6,-0.8,,,,,Le Val-Saint-François,
1453,2017-02-01,-13.0,-9.8,0.4,,,,,Le Val-Saint-François,
1454,2017-03-01,-11.6,-9.9,-0.1,,,,,Le Val-Saint-François,
1455,2017-04-01,0.5,2.4,12.3,,,,,Le Val-Saint-François,
1456,2017-05-01,9.9,6.5,17.5,,,,,Le Val-Saint-François,
1457,2017-06-01,14.7,12.0,23.2,,,,,Le Val-Saint-François,
1458,2017-07-01,18.0,13.2,24.8,,,,,Le Val-Saint-François,
1459,2017-08-01,15.2,12.2,24.3,,,,,Le Val-Saint-François,
1460,2017-09-01,14.4,10.2,23.2,,,,,Le Val-Saint-François,
1461,2017-10-01,7.4,6.5,18.1,,,,,Le Val-Saint-François,
1462,2017-11-01,-3.3,-4.7,4.9,89.2,,,,Le Val-Saint-François,
1463,2017-12-01,-15.9,-13.1,-5.4,,,,,Le Val-Saint-François,
1464,2018-01-01,-15.8,-14.9,-4.7,,,,,Le Val-Saint-François,
1465,2018-02-01,-14.4,-10.1,0.9,,,,,Le Val-Saint-François,
1466,2018-03-01,-3.3,-6.1,2.1,,,,,Le Val-Saint-François,
1467,2018-04-01,-2.1,-2.0,7.3,,,,,Le Val-Saint-François,
1468,2018-05-01,9.6,6.2,21.0,,,,,Le Val-Saint-François,
1469,2018-06-01,15.3,10.2,22.9,,,,,Le Val-Saint-François,
1470,2018-07-01,20.0,15.3,27.9,,,,,Le Val-Saint-François,
1471,2018-08-01,19.8,15.2,26.8,,,,,Le Val-Saint-François,
1472,2018-09-01,11.8,9.8,21.3,,,,,Le Val-Saint-François,
1473,2018-10-01,2.7,2.6,10.1,,,,,Le Val-Saint-François,
1474,2018-11-01,-5.9,-4.8,1.6,153.0,,,,Le Val-Saint-François,
1475,2018-12-01,-13.0,-11.1,-1.9,,,,,Le Val-Saint-François,
1476,2019-01-01,-19.1,-16.6,-5.6,,,,,Le Val-Saint-François,
1477,2019-02-01,-17.7,-15.1,-3.1,,,,,Le Val-Saint-François,
1478,2019-03-01,-9.4,-10.2,2.1,88.2,,,,Le Val-Saint-François,
1479,2019-04-01,-0.9,-0.6,8.7,,,,,Le Val-Saint-François,
1480,2019-05-01,7.4,,,,,,,Le Val-Saint-François,
1481,2019-06-01,14.8,9.7,23.2,,,,,Le Val-Saint-François,
1482,2019-07-01,21.0,14.8,27.6,,,,,Le Val-Saint-François,
1483,2019-08-01,16.3,12.6,24.8,,,,,Le Val-Saint-François,
1484,2019-09-01,11.3,8.7,19.6,,,,,Le Val-Saint-François,
1485,2019-10-01,8.3,3.2,14.0,,,,,Le Val-Saint-François,
1486,2019-11-01,-5.8,-5.9,1.4,,,,,Le Val-Saint-François,
1487,2019-12-01,-11.7,-9.3,-0.8,,,,,Le Val-Saint-François,
1488,2020-01-01,-7.5,-10.3,-1.6,,,,,Le Val-Saint-François,
1489,2020-02-01,-11.6,-12.6,-1.4,,,,,Le Val-Saint-François,
1490,2020-03-01,-8.9,-4.8,4.0,,,,,Le Val-Saint-François,
1491,2020-04-01,0.3,-1.4,9.4,88.0,,,,Le Val-Saint-François,
1492,2020-05-01,8.2,5.6,18.5,,,,,Le Val-Saint-François,
1493,2020-06-01,16.5,10.7,24.8,,,,,Le Val-Saint-François,
1494,2020-07-01,19.7,16.3,28.0,,,,,Le Val-Saint-François,
1495,2020-08-01,18.8,13.1,24.2,,,,,Le Val-Saint-François,
1496,2020-09-01,11.2,8.6,19.3,83.4,,,,Le Val-Saint-François,
1497,2020-10-01,2.5,3.5,12.3,,,,,Le Val-Saint-François,
1498,2020-11-01,0.6,-1.0,8.4,,,,,Le Val-Saint-François,
1499,2020-12-01,-3.7,-6.1,1.0,42.2,,,,Le Val-Saint-François,
1500,2021-01-01,-8.1,-10.1,-3.7,,,,,Le Val-Saint-François,
1501,2021-02-01,-9.2,-14.1,-2.4,,,,,Le Val-Saint-François,
1502,2021-03-01,-1.7,-7.1,5.5,,,,,Le Val-Saint-François,
1503,2021-04-01,8.1,0.7,13.1,,,,,Le Val-Saint-François,
1504,2021-05-01,13.0,5.5,19.1,,,,,Le Val-Saint-François,
1505,2021-06-01,20.2,13.3,25.7,,,,,Le Val-Saint-François,
1506,2021-07-01,18.8,13.3,23.8,,,,,Le Val-Saint-François,
1507,2021-08-01,12.7,15.7,27.4,83.8,9.6,1016.1,,Le Val-Saint-François,
1508,2021-09-01,6.9,10.5,21.0,97.8,11.2,1014.3,,Le Val-Saint-François,
1509,2021-10-01,3.8,6.7,15.6,106.6,9.6,1015.2,,Le Val-Saint-François,
1510,2021-11-01,-5.8,-2.2,4.8,56.6,11.4,1016.3,,Le Val-Saint-François,
1511,2021-12-01,-14.0,-8.9,-0.1,76.7,12.6,1015.4,,Le Val-Saint-François,
1512,2022-01-01,-25.6,-20.3,-7.5,58.4,11.4,1018.6,,Le Val-Saint-François,
1513,2022-02-01,-25.5,-13.3,-2.1,139.0,13.2,1020.6,,Le Val-Saint-François,
1514,2022-03-01,-2.7,-6.5,3.2,111.9,,,,Le Val-Saint-François,
1515,2022-04-01,-7.5,0.0,10.8,131.1,13.5,1014.5,,Le Val-Saint-François,
1516,2022-05-01,1.6,6.9,21.8,160.0,10.9,1016.7,,Le Val-Saint-François,
1517,2022-06-01,10.0,11.5,23.0,178.3,11.5,1012.4,,Le Val-Saint-François,
1518,2022-07-01,11.7,14.1,26.3,104.0,11.4,1011.5,,Le Val-Saint-François,
1519,2022-08-01,12.0,14.3,25.4,161.6,8.5,1014.8,,Le Val-Saint-François,
1520,2022-09-01,8.8,9.7,19.6,149.9,9.7,1014.9,,Le Val-Saint-François,
1521,2022-10-01,3.0,2.7,16.2,69.7,9.9,1017.7,,Le Val-Saint-François,
1522,2022-11-01,-8.6,-1.2,7.1,112.6,12.2,1017.3,,Le Val-Saint-François,
1523,2022-12-01,-11.5,-6.0,0.8,103.1,13.6,1019.0,,Le Val-Saint-François,
1524,2023-01-01,-20.5,-9.4,-1.5,94.7,11.0,1015.9,,Le Val-Saint-François,
1525,2023-02-01,-26.8,-13.6,-1.6,75.2,14.0,1016.1,,Le Val-Saint-François,
1526,2023-03-01,-1.1,,,,,,,Le Val-Saint-François,
1527,2023-04-01,-4.1,1.0,12.5,100.0,14.5,1015.9,,Le Val-Saint-François,
1528,2023-05-01,2.5,5.5,17.8,55.9,14.3,1015.3,,Le Val-Saint-François,
1529,2023-06-01,10.1,11.9,21.9,123.9,10.2,1011.3,,Le Val-Saint-François,
1530,2023-07-01,15.8,16.9,24.8,230.5,10.3,1011.8,,Le Val-Saint-François,
1531,2023-08-01,12.4,13.5,21.7,216.5,11.6,1011.9,,Le Val-Saint-François,
1532,2023-09-01,7.4,12.2,21.2,72.9,9.6,1018.2,,Le Val-Saint-François,
1533,2023-10-01,2.8,7.5,14.9,144.9,12.7,1012.4,,Le Val-Saint-François,
1534,2023-11-01,-5.6,-3.6,3.7,70.5,13.1,1017.7,,Le Val-Saint-François,
1535,2023-12-01,-11.5,-6.2,1.6,111.1,11.5,1019.1,,Le Val-Saint-François,
1536,2016-01-01,-12.1,-9.9,-3.1,38.8,17.4,1007.9,,Le Rocher-Percé,
1537,2016-02-01,-10.7,-11.5,-2.7,130.9,,,,Le Rocher-Percé,
1538,2016-03-01,-10.7,-9.6,-2.1,130.2,,,,Le Rocher-Percé,
1539,2016-04-01,0.8,-3.7,4.0,39.0,,,,Le Rocher-Percé,
1540,2016-05-01,13.8,3.3,,,,,,Le Rocher-Percé,
1541,2016-06-01,14.7,8.4,14.1,192.0,,,,Le Rocher-Percé,
1542,2016-07-01,17.0,11.9,,,,,,Le Rocher-Percé,
1543,2016-08-01,17.5,12.7,19.9,50.0,,,,Le Rocher-Percé,
1544,2016-09-01,13.0,8.6,,,,,,Le Rocher-Percé,
1545,2016-10-01,6.4,4.7,,,,,,Le Rocher-Percé,
1546,2016-11-01,1.5,0.5,5.1,74.8,,,,Le Rocher-Percé,
1547,2016-12-01,-13.2,-9.1,-1.6,83.6,,,,Le Rocher-Percé,
1548,2017-01-01,-13.2,-10.7,-3.4,,,,,Le Rocher-Percé,
1549,2017-02-01,-13.0,-11.4,-3.8,,,,,Le Rocher-Percé,
1550,2017-03-01,-11.6,-9.2,-2.3,,,,,Le Rocher-Percé,
1551,2017-04-01,0.5,,,,,,,Le Rocher-Percé,
1552,2017-05-01,9.9,4.1,9.4,200.1,,,,Le Rocher-Percé,
1553,2017-06-01,14.7,8.8,16.0,69.0,,,,Le Rocher-Percé,
1554,2017-07-01,18.0,11.8,,,,,,Le Rocher-Percé,
1555,2017-08-01,15.2,11.3,18.8,44.0,,,,Le Rocher-Percé,
1556,2017-09-01,14.4,9.0,15.9,96.0,,,,Le Rocher-Percé,
1557,2017-10-01,7.4,4.6,12.5,46.9,17.3,,,Le Rocher-Percé,
1558,2017-11-01,-3.3,-3.8,4.0,,,,,Le Rocher-Percé,
1559,2017-12-01,-15.9,-9.9,-2.9,109.4,19.2,1009.2,,Le Rocher-Percé,
1560,2018-01-01,-15.8,-13.5,-4.9,,17.6,,,Le Rocher-Percé,
1561,2018-02-01,-14.4,,,,,,,Le Rocher-Percé,
1562,2018-03-01,-3.3,-3.8,,,,,,Le Rocher-Percé,
1563,2018-04-01,-2.1,-3.5,2.7,111.3,,,,Le Rocher-Percé,
1564,2018-05-01,9.6,1.0,9.8,47.2,,,,Le Rocher-Percé,
1565,2018-06-01,15.3,5.9,,,,,,Le Rocher-Percé,
1566,2018-07-01,20.0,12.7,20.1,22.0,,,,Le Rocher-Percé,
1567,2018-08-01,19.8,13.2,20.2,84.0,,,,Le Rocher-Percé,
1568,2018-09-01,11.8,,,,,,,Le Rocher-Percé,
1569,2018-10-01,2.7,1.3,7.5,,,,,Le Rocher-Percé,
1570,2018-11-01,-5.9,-4.4,2.1,,,,,Le Rocher-Percé,
1571,2018-12-01,-13.0,,,,,,,Le Rocher-Percé,
1572,2019-01-01,-19.1,-13.3,-2.0,,,,,Le Rocher-Percé,
1573,2019-02-01,-17.7,,,,,,,Le Rocher-Percé,
1574,2019-03-01,-9.4,,,,,,,Le Rocher-Percé,
1575,2019-04-01,-0.9,,,,,,,Le Rocher-Percé,
1576,2019-05-01,7.4,,,,,,,Le Rocher-Percé,
1577,2019-06-01,14.8,,,,,,,Le Rocher-Percé,
1578,2019-07-01,21.0,,,,,,,Le Rocher-Percé,
1579,2019-08-01,16.3,,,,,,,Le Rocher-Percé,
1580,2019-09-01,11.3,,,,,,,Le Rocher-Percé,
1581,2019-10-01,8.3,,,,,,,Le Rocher-Percé,
1582,2019-11-01,-5.8,,,,,,,Le Rocher-Percé,
1583,2019-12-01,-11.7,,,,,,,Le Rocher-Percé,
1584,2020-01-01,-7.5,,,,,,,Le Rocher-Percé,
1585,2020-02-01,-11.6,,,,,,,Le Rocher-Percé,
1586,2020-03-01,-8.9,,,,,,,Le Rocher-Percé,
1587,2020-04-01,0.3,,,,,,,Le Rocher-Percé,
1588,2020-05-01,8.2,,,,,,,Le Rocher-Percé,
1589,2020-06-01,16.5,,,,,,,Le Rocher-Percé,
1590,2020-07-01,19.7,,,,,,,Le Rocher-Percé,
1591,2020-08-01,18.8,,,,,,,Le Rocher-Percé,
1592,2020-09-01,11.2,7.5,15.7,,17.0,1015.4,,Le Rocher-Percé,
1593,2020-10-01,2.5,2.3,9.2,,15.0,1016.0,,Le Rocher-Percé,
1594,2020-11-01,0.6,-2.5,4.8,,15.9,1015.1,,Le Rocher-Percé,
1595,2020-12-01,-3.7,-5.2,0.9,,22.0,1012.1,,Le Rocher-Percé,
1596,2021-01-01,-8.1,-7.7,-1.8,,16.9,1010.1,,Le Rocher-Percé,
1597,2021-02-01,-9.2,-10.0,-2.7,110.9,17.5,1013.6,,Le Rocher-Percé,
1598,2021-03-01,-1.7,-7.7,-0.1,,,,,Le Rocher-Percé,
1599,2021-04-01,8.1,0.8,5.6,145.8,23.0,1009.5,,Le Rocher-Percé,
1600,2021-05-01,13.0,3.1,10.5,128.4,16.1,1013.9,,Le Rocher-Percé,
1601,2021-06-01,20.2,9.7,17.3,95.9,13.9,1010.2,,Le Rocher-Percé,
1602,2021-07-01,18.8,12.2,18.2,118.1,14.7,1012.6,,Le Rocher-Percé,
1603,2021-08-01,12.7,14.6,21.0,48.3,12.4,1014.3,,Le Rocher-Percé,
1604,2021-09-01,6.9,10.3,16.3,238.5,18.5,1012.4,,Le Rocher-Percé,
1605,2021-10-01,3.8,6.0,11.9,104.9,14.2,1014.5,,Le Rocher-Percé,
1606,2021-11-01,-5.8,-0.2,6.6,169.0,18.0,1010.5,,Le Rocher-Percé,
1607,2021-12-01,-14.0,-7.0,0.7,127.8,18.5,1010.1,,Le Rocher-Percé,
1608,2022-01-01,-25.6,-15.5,-5.6,99.2,19.6,1012.9,,Le Rocher-Percé,
1609,2022-02-01,-25.5,-12.8,-4.5,122.4,20.7,1017.6,,Le Rocher-Percé,
1610,2022-03-01,-2.7,-7.6,-0.7,,,,,Le Rocher-Percé,
1611,2022-04-01,-7.5,-0.4,4.4,153.2,19.2,1012.2,,Le Rocher-Percé,
1612,2022-05-01,1.6,3.2,10.7,,14.0,1016.6,,Le Rocher-Percé,
1613,2022-06-01,10.0,8.9,15.4,63.3,14.6,1012.3,,Le Rocher-Percé,
1614,2022-07-01,11.7,13.2,20.3,82.5,12.9,1007.7,,Le Rocher-Percé,
1615,2022-08-01,12.0,14.3,20.8,123.0,12.6,1013.5,,Le Rocher-Percé,
1616,2022-09-01,8.8,9.3,16.2,162.8,15.0,1011.1,,Le Rocher-Percé,
1617,2022-10-01,3.0,5.0,12.2,151.7,14.6,1017.1,,Le Rocher-Percé,
1618,2022-11-01,-8.6,-2.3,4.4,152.4,20.5,1012.8,,Le Rocher-Percé,
1619,2022-12-01,-11.5,-5.3,0.7,188.8,26.4,1018.4,,Le Rocher-Percé,
1620,2023-01-01,-20.5,-8.5,-2.0,144.8,19.1,1013.3,,Le Rocher-Percé,
1621,2023-02-01,-26.8,-14.2,-4.7,38.7,18.1,1013.2,,Le Rocher-Percé,
1622,2023-03-01,-1.1,-5.3,0.1,,,,,Le Rocher-Percé,
1623,2023-04-01,-4.1,-1.6,4.8,46.3,15.6,1015.8,,Le Rocher-Percé,
1624,2023-05-01,2.5,3.7,11.5,109.5,20.9,1012.5,,Le Rocher-Percé,
1625,2023-06-01,10.1,9.2,14.0,182.1,21.1,1012.8,,Le Rocher-Percé,
1626,2023-07-01,15.8,15.3,20.3,131.0,11.3,1011.9,,Le Rocher-Percé,
1627,2023-08-01,12.4,12.8,18.6,272.6,15.8,1011.2,,Le Rocher-Percé,
1628,2023-09-01,7.4,11.7,17.4,163.7,15.2,1016.5,,Le Rocher-Percé,
1629,2023-10-01,2.8,6.5,12.7,113.9,17.4,1011.0,,Le Rocher-Percé,
1630,2023-11-01,-5.6,-3.0,4.4,93.6,18.9,1013.6,,Le Rocher-Percé,
1631,2023-12-01,-11.5,-4.6,1.8,87.0,19.1,1015.8,,Le Rocher-Percé,
1632,2016-01-01,-12.1,-12.6,-4.6,69.2,9.3,,,Témiscamingue,
1633,2016-02-01,-10.7,-16.2,-4.6,100.0,,,,Témiscamingue,
1634,2016-03-01,-10.7,-7.4,2.6,,,,,Témiscamingue,
1635,2016-04-01,0.8,-5.9,,,,,,Témiscamingue,
1636,2016-05-01,13.8,3.9,18.9,52.8,,,,Témiscamingue,
1637,2016-06-01,14.7,9.6,22.6,62.2,8.3,,,Témiscamingue,
1638,2016-07-01,17.0,13.8,,,,,,Témiscamingue,
1639,2016-08-01,17.5,,,,,,,Témiscamingue,
1640,2016-09-01,13.0,11.3,20.6,,,,,Témiscamingue,
1641,2016-10-01,6.4,4.8,,,,,,Témiscamingue,
1642,2016-11-01,1.5,0.4,7.0,58.4,,,,Témiscamingue,
1643,2016-12-01,-13.2,-9.1,-2.4,,9.5,,,Témiscamingue,
1644,2017-01-01,-13.2,-9.8,-2.5,47.0,,,,Témiscamingue,
1645,2017-02-01,-13.0,-10.8,-1.8,103.7,9.5,,,Témiscamingue,
1646,2017-03-01,-11.6,-12.4,-0.8,55.6,,,,Témiscamingue,
1647,2017-04-01,0.5,,,,,,,Témiscamingue,
1648,2017-05-01,9.9,3.9,15.5,92.8,,,,Témiscamingue,
1649,2017-06-01,14.7,10.5,21.5,90.9,,,,Témiscamingue,
1650,2017-07-01,18.0,13.6,,,,,,Témiscamingue,
1651,2017-08-01,15.2,12.0,,,,,,Témiscamingue,
1652,2017-09-01,14.4,10.7,21.7,36.2,,,,Témiscamingue,
1653,2017-10-01,7.4,6.4,15.3,69.2,9.0,,,Témiscamingue,
1654,2017-11-01,-3.3,-5.0,,,,,,Témiscamingue,
1655,2017-12-01,-15.9,-14.7,-7.5,36.0,9.0,,,Témiscamingue,
1656,2018-01-01,-15.8,-15.5,-6.1,66.6,11.7,,,Témiscamingue,
1657,2018-02-01,-14.4,,,,,,,Témiscamingue,
1658,2018-03-01,-3.3,-8.8,,,,,,Témiscamingue,
1659,2018-04-01,-2.1,-5.4,4.9,89.0,,,,Témiscamingue,
1660,2018-05-01,9.6,4.0,20.0,74.2,,,,Témiscamingue,
1661,2018-06-01,15.3,8.8,,,,,,Témiscamingue,
1662,2018-07-01,20.0,14.9,28.3,117.3,,,,Témiscamingue,
1663,2018-08-01,19.8,,,,,,,Témiscamingue,
1664,2018-09-01,11.8,9.8,20.1,78.2,,,,Témiscamingue,
1665,2018-10-01,2.7,1.7,8.8,137.1,,,,Témiscamingue,
1666,2018-11-01,-5.9,,,,,,,Témiscamingue,
1667,2018-12-01,-13.0,-10.4,-3.3,70.9,9.5,,,Témiscamingue,
1668,2019-01-01,-19.1,-20.6,-8.9,65.7,,,,Témiscamingue,
1669,2019-02-01,-17.7,-15.3,-5.3,93.6,8.2,,,Témiscamingue,
1670,2019-03-01,-9.4,-10.9,0.2,,,,,Témiscamingue,
1671,2019-04-01,-0.9,-1.3,6.4,136.2,,,,Témiscamingue,
1672,2019-05-01,7.4,2.6,14.1,111.2,,,,Témiscamingue,
1673,2019-06-01,14.8,9.2,21.6,54.6,7.9,,,Témiscamingue,
1674,2019-07-01,21.0,14.8,27.7,,7.1,,,Témiscamingue,
1675,2019-08-01,16.3,13.1,23.9,,6.8,,,Témiscamingue,
1676,2019-09-01,11.3,8.5,19.1,,,,,Témiscamingue,
1677,2019-10-01,8.3,3.2,12.2,,,,,Témiscamingue,
1678,2019-11-01,-5.8,,,,,,,Témiscamingue,
1679,2019-12-01,-11.7,,,,,,,Témiscamingue,
1680,2020-01-01,-7.5,-11.3,-3.0,67.6,8.9,,,Témiscamingue,
1681,2020-02-01,-11.6,,,,,,,Témiscamingue,
1682,2020-03-01,-8.9,-7.3,3.9,92.8,,,,Témiscamingue,
1683,2020-04-01,0.3,-2.9,8.5,70.3,9.0,,,Témiscamingue,
1684,2020-05-01,8.2,2.5,16.4,55.4,8.6,,,Témiscamingue,
1685,2020-06-01,16.5,10.0,23.9,48.6,7.1,,,Témiscamingue,
1686,2020-07-01,19.7,,,,,,,Témiscamingue,
1687,2020-08-01,18.8,13.7,23.2,97.0,6.3,,,Témiscamingue,
1688,2020-09-01,11.2,7.6,18.0,143.3,7.1,,,Témiscamingue,
1689,2020-10-01,2.5,1.4,9.5,96.6,8.7,,,Témiscamingue,
1690,2020-11-01,0.6,-0.9,7.3,59.7,9.8,,,Témiscamingue,
1691,2020-12-01,-3.7,-9.0,-2.2,65.3,10.1,,,Témiscamingue,
1692,2021-01-01,-8.1,-10.3,-4.5,10.0,9.0,,,Témiscamingue,
1693,2021-02-01,-9.2,-14.7,-4.3,34.0,8.9,1020.1,,Témiscamingue,
1694,2021-03-01,-1.7,-8.2,5.2,36.7,,,,Témiscamingue,
1695,2021-04-01,8.1,0.4,12.2,78.2,9.3,1013.4,,Témiscamingue,
1696,2021-05-01,13.0,4.0,17.7,86.9,8.4,1018.4,,Témiscamingue,
1697,2021-06-01,20.2,12.4,23.8,161.5,7.6,1012.1,,Témiscamingue,
1698,2021-07-01,18.8,13.8,23.9,186.9,6.5,1014.7,,Témiscamingue,
1699,2021-08-01,12.7,15.9,25.9,94.6,6.3,1015.3,,Témiscamingue,
1700,2021-09-01,6.9,10.2,18.6,221.2,7.7,1013.8,,Témiscamingue,
1701,2021-10-01,3.8,7.6,15.5,115.1,7.1,1014.8,,Témiscamingue,
1702,2021-11-01,-5.8,-2.4,4.2,62.0,8.6,1015.8,,Témiscamingue,
1703,2021-12-01,-14.0,-8.8,-1.0,74.2,9.8,1014.0,,Témiscamingue,
1704,2022-01-01,-25.6,-21.5,-9.1,30.7,10.5,1019.9,,Témiscamingue,
1705,2022-02-01,-25.5,-17.5,-5.1,75.0,10.8,1020.7,,Témiscamingue,
1706,2022-03-01,-2.7,-8.3,1.6,90.3,,,,Témiscamingue,
1707,2022-04-01,-7.5,-0.8,8.5,78.7,9.1,1015.2,,Témiscamingue,
1708,2022-05-01,1.6,5.6,20.1,96.2,8.3,1015.8,,Témiscamingue,
1709,2022-06-01,10.0,11.0,22.3,130.8,7.7,1011.8,,Témiscamingue,
1710,2022-07-01,11.7,13.8,24.7,84.5,7.1,1011.3,,Témiscamingue,
1711,2022-08-01,12.0,13.7,24.4,117.3,6.8,1014.8,,Témiscamingue,
1712,2022-09-01,8.8,10.4,19.5,144.7,7.2,1015.7,,Témiscamingue,
1713,2022-10-01,3.0,3.7,13.5,86.5,8.2,1015.1,,Témiscamingue,
1714,2022-11-01,-8.6,-1.1,6.5,75.5,10.2,1016.1,,Témiscamingue,
1715,2022-12-01,-11.5,-6.8,-0.6,65.5,8.7,1017.1,,Témiscamingue,
1716,2023-01-01,-20.5,-11.5,-3.2,54.8,8.1,1017.5,,Témiscamingue,
1717,2023-02-01,-26.8,-13.7,-2.9,64.5,9.8,1015.6,,Témiscamingue,
1718,2023-03-01,-1.1,,,,,,,Témiscamingue,
1719,2023-04-01,-4.1,-0.9,10.2,147.8,8.4,1014.5,,Témiscamingue,
1720,2023-05-01,2.5,3.5,18.1,99.6,8.6,1017.6,,Témiscamingue,
1721,2023-06-01,10.1,11.7,23.2,135.0,6.6,1012.1,,Témiscamingue,
1722,2023-07-01,15.8,15.1,25.2,139.5,6.1,1011.4,,Témiscamingue,
1723,2023-08-01,12.4,13.0,22.3,141.8,6.9,1012.7,,Témiscamingue,
1724,2023-09-01,7.4,10.4,21.5,60.8,6.3,1018.7,,Témiscamingue,
1725,2023-10-01,2.8,6.2,13.2,169.6,8.6,1012.5,,Témiscamingue,
1726,2023-11-01,-5.6,-3.4,3.2,74.1,9.2,1016.6,,Témiscamingue,
1727,2023-12-01,-11.5,-5.3,0.6,29.8,8.6,1019.1,,Témiscamingue,
1728,2016-01-01,-12.1,-10.4,-3.9,28.2,,,,La Haute-Gaspésie,
1729,2016-02-01,-10.7,-12.7,-3.4,95.6,,,,La Haute-Gaspésie,
1730,2016-03-01,-10.7,-11.0,-2.5,75.2,,,,La Haute-Gaspésie,
1731,2016-04-01,0.8,-3.7,4.3,24.9,,,,La Haute-Gaspésie,
1732,2016-05-01,13.8,,,,,,,La Haute-Gaspésie,
1733,2016-06-01,14.7,9.2,16.7,198.6,16.0,1009.4,,La Haute-Gaspésie,
1734,2016-07-01,17.0,12.2,,,,,,La Haute-Gaspésie,
1735,2016-08-01,17.5,13.0,20.2,,,,,La Haute-Gaspésie,
1736,2016-09-01,13.0,8.6,15.4,,,,,La Haute-Gaspésie,
1737,2016-10-01,6.4,4.0,10.5,,,,,La Haute-Gaspésie,
1738,2016-11-01,1.5,0.7,4.9,,,,,La Haute-Gaspésie,
1739,2016-12-01,-13.2,-9.3,-2.6,61.0,21.6,,,La Haute-Gaspésie,
1740,2017-01-01,-13.2,-10.5,-3.5,,,,,La Haute-Gaspésie,
1741,2017-02-01,-13.0,-12.5,-4.2,64.4,20.9,1010.5,,La Haute-Gaspésie,
1742,2017-03-01,-11.6,-11.0,-3.1,52.2,,,,La Haute-Gaspésie,
1743,2017-04-01,0.5,,,,,,,La Haute-Gaspésie,
1744,2017-05-01,9.9,3.5,,,,,,La Haute-Gaspésie,
1745,2017-06-01,14.7,9.2,17.1,,,,,La Haute-Gaspésie,
1746,2017-07-01,18.0,12.0,,,,,,La Haute-Gaspésie,
1747,2017-08-01,15.2,10.9,18.4,44.0,,,,La Haute-Gaspésie,
1748,2017-09-01,14.4,8.7,15.4,81.0,,,,La Haute-Gaspésie,
1749,2017-10-01,7.4,3.7,13.1,87.3,19.9,,,La Haute-Gaspésie,
1750,2017-11-01,-3.3,-4.3,3.1,101.8,,,,La Haute-Gaspésie,
1751,2017-12-01,-15.9,-11.4,-4.8,58.2,25.6,1011.3,,La Haute-Gaspésie,
1752,2018-01-01,-15.8,-15.2,-6.6,117.3,23.7,1015.2,,La Haute-Gaspésie,
1753,2018-02-01,-14.4,,,,,,,La Haute-Gaspésie,
1754,2018-03-01,-3.3,-5.4,,,,,,La Haute-Gaspésie,
1755,2018-04-01,-2.1,-3.7,2.7,70.5,,,,La Haute-Gaspésie,
1756,2018-05-01,9.6,1.7,11.0,57.0,,,,La Haute-Gaspésie,
1757,2018-06-01,15.3,7.0,,,,,,La Haute-Gaspésie,
1758,2018-07-01,20.0,13.3,21.7,78.0,,,,La Haute-Gaspésie,
1759,2018-08-01,19.8,13.7,20.6,64.1,,,,La Haute-Gaspésie,
1760,2018-09-01,11.8,,,,,,,La Haute-Gaspésie,
1761,2018-10-01,2.7,0.6,6.2,62.0,,,,La Haute-Gaspésie,
1762,2018-11-01,-5.9,-4.6,0.7,73.6,,,,La Haute-Gaspésie,
1763,2018-12-01,-13.0,-9.8,-3.6,54.0,21.3,1015.0,,La Haute-Gaspésie,
1764,2019-01-01,-19.1,-15.3,-5.8,83.7,,,,La Haute-Gaspésie,
1765,2019-02-01,-17.7,-14.9,-7.9,73.0,,,,La Haute-Gaspésie,
1766,2019-03-01,-9.4,-8.7,-0.4,58.7,,,,La Haute-Gaspésie,
1767,2019-04-01,-0.9,-1.9,4.2,47.9,,,,La Haute-Gaspésie,
1768,2019-05-01,7.4,4.8,11.8,43.4,,,,La Haute-Gaspésie,
1769,2019-06-01,14.8,9.0,16.1,37.0,15.3,1010.8,,La Haute-Gaspésie,
