,index,tavg,tmin,tmax,prcp,wspd,pres,tsun,mrc,time
3821,2022-06-01,10.0,12.3,22.8,168.0,11.1,1011.9,,Maskinongé,
3822,2022-07-01,11.7,14.7,26.8,94.3,11.3,1010.6,,Maskinongé,
3823,2022-08-01,12.0,15.1,25.3,125.5,9.8,1014.4,,Maskinongé,
3824,2022-09-01,8.8,9.7,19.6,109.4,10.5,1014.8,,Maskinongé,
3825,2022-10-01,3.0,2.9,14.8,83.1,9.6,1017.2,,Maskinongé,
3826,2022-11-01,-8.6,-2.0,6.3,87.2,11.3,1016.8,,Maskinongé,
3827,2022-12-01,-11.5,-6.7,0.1,135.3,13.8,1018.7,,Maskinongé,
3828,2023-01-01,-20.5,-11.3,-3.1,84.9,12.7,1016.4,,Maskinongé,
3829,2023-02-01,-26.8,-14.8,-3.7,69.5,15.4,1016.1,,Maskinongé,
3830,2023-03-01,-1.1,-4.1,2.6,46.1,,,,Maskinongé,
3831,2023-04-01,-4.1,0.3,11.7,126.1,15.5,1015.7,,Maskinongé,
3832,2023-05-01,2.5,6.8,18.8,105.8,17.0,1015.3,,Maskinongé,
3833,2023-06-01,10.1,13.4,23.0,158.9,12.9,1011.3,,Maskinongé,
3834,2023-07-01,15.8,17.1,25.8,184.8,10.2,1011.0,,Maskinongé,
3835,2023-08-01,12.4,14.0,23.1,174.6,11.9,1011.4,,Maskinongé,
3836,2023-09-01,7.4,12.8,22.1,51.1,10.8,1018.0,,Maskinongé,
3837,2023-10-01,2.8,7.9,15.3,166.6,13.1,1011.8,,Maskinongé,
3838,2023-11-01,-5.6,-4.4,3.5,57.8,13.4,1017.2,,Maskinongé,
3839,2023-12-01,-11.5,-6.9,0.0,104.5,12.4,1019.3,,Maskinongé,
3840,2016-01-01,-12.1,-14.1,-2.9,30.8,10.3,,,Le Haut-Saint-François,
3841,2016-02-01,-10.7,-12.8,-1.0,113.0,,,,Le Haut-Saint-François,
3842,2016-03-01,-10.7,-6.7,4.2,69.1,,,,Le Haut-Saint-François,
3843,2016-04-01,0.8,-4.8,8.8,51.6,,,,Le Haut-Saint-François,
3844,2016-05-01,13.8,5.4,19.3,66.7,,,,Le Haut-Saint-François,
3845,2016-06-01,14.7,9.2,22.9,67.1,11.1,1011.9,,Le Haut-Saint-François,
3846,2016-07-01,17.0,13.7,25.9,87.4,8.3,,,Le Haut-Saint-François,
3847,2016-08-01,17.5,12.4,26.0,159.9,,,,Le Haut-Saint-François,
3848,2016-09-01,13.0,7.7,21.9,43.3,,,,Le Haut-Saint-François,
3849,2016-10-01,6.4,3.4,13.2,,,,,Le Haut-Saint-François,
3850,2016-11-01,1.5,-0.8,6.6,81.6,,,,Le Haut-Saint-François,
3851,2016-12-01,-13.2,-10.1,-1.1,62.7,12.7,,,Le Haut-Saint-François,
3852,2017-01-01,-13.2,-9.1,-0.8,45.4,,,,Le Haut-Saint-François,
3853,2017-02-01,-13.0,-10.8,0.1,76.2,12.8,1011.9,,Le Haut-Saint-François,
3854,2017-03-01,-11.6,-11.1,-0.6,66.5,,,,Le Haut-Saint-François,
3855,2017-04-01,0.5,1.8,12.1,,,,,Le Haut-Saint-François,
3856,2017-05-01,9.9,5.5,16.8,84.2,,,,Le Haut-Saint-François,
3857,2017-06-01,14.7,10.3,23.0,145.2,,,,Le Haut-Saint-François,
3858,2017-07-01,18.0,12.4,24.6,71.0,8.7,1014.5,,Le Haut-Saint-François,
3859,2017-08-01,15.2,11.1,23.7,84.1,,,,Le Haut-Saint-François,
3860,2017-09-01,14.4,9.2,22.7,44.6,,,,Le Haut-Saint-François,
3861,2017-10-01,7.4,6.2,18.0,128.4,11.0,,,Le Haut-Saint-François,
3862,2017-11-01,-3.3,-5.1,5.2,72.2,,,,Le Haut-Saint-François,
3863,2017-12-01,-15.9,-14.0,-5.1,,,1016.2,,Le Haut-Saint-François,
3864,2018-01-01,-15.8,-14.9,-4.0,85.2,12.5,,,Le Haut-Saint-François,
3865,2018-02-01,-14.4,-10.2,1.3,42.0,,,,Le Haut-Saint-François,
3866,2018-03-01,-3.3,-7.8,2.0,37.2,,,,Le Haut-Saint-François,
3867,2018-04-01,-2.1,-2.4,6.9,112.3,,,,Le Haut-Saint-François,
3868,2018-05-01,9.6,5.7,21.1,45.4,,,,Le Haut-Saint-François,
3869,2018-06-01,15.3,9.1,22.5,,,,,Le Haut-Saint-François,
3870,2018-07-01,20.0,13.9,27.4,159.6,,,,Le Haut-Saint-François,
3871,2018-08-01,19.8,14.2,26.3,147.8,,,,Le Haut-Saint-François,
3872,2018-09-01,11.8,9.2,21.5,94.1,,,,Le Haut-Saint-François,
3873,2018-10-01,2.7,2.3,10.2,93.3,,,,Le Haut-Saint-François,
3874,2018-11-01,-5.9,-5.3,2.1,,,,,Le Haut-Saint-François,
3875,2018-12-01,-13.0,-11.4,-0.7,80.9,9.6,1018.4,,Le Haut-Saint-François,
3876,2019-01-01,-19.1,-16.5,-4.8,117.9,12.9,,,Le Haut-Saint-François,
3877,2019-02-01,-17.7,-15.4,-3.6,53.6,,,,Le Haut-Saint-François,
3878,2019-03-01,-9.4,-10.2,1.8,55.0,,,,Le Haut-Saint-François,
3879,2019-04-01,-0.9,-1.3,7.9,126.1,,1014.8,,Le Haut-Saint-François,
3880,2019-05-01,7.4,3.6,15.3,133.4,11.2,1014.5,,Le Haut-Saint-François,
3881,2019-06-01,14.8,8.6,22.9,163.7,9.6,1012.4,,Le Haut-Saint-François,
3882,2019-07-01,21.0,13.7,27.3,93.4,8.3,1013.8,,Le Haut-Saint-François,
3883,2019-08-01,16.3,11.2,24.8,89.7,8.4,1014.4,,Le Haut-Saint-François,
3884,2019-09-01,11.3,7.6,19.4,122.9,,,,Le Haut-Saint-François,
3885,2019-10-01,8.3,2.4,14.0,192.9,,,,Le Haut-Saint-François,
3886,2019-11-01,-5.8,-6.2,1.5,,,,,Le Haut-Saint-François,
3887,2019-12-01,-11.7,-10.2,-1.3,39.6,11.9,,,Le Haut-Saint-François,
3888,2020-01-01,-7.5,-11.0,-1.7,93.1,9.4,1018.6,,Le Haut-Saint-François,
3889,2020-02-01,-11.6,-14.6,-1.6,50.2,10.6,1015.4,,Le Haut-Saint-François,
3890,2020-03-01,-8.9,-5.6,5.0,63.8,,,,Le Haut-Saint-François,
3891,2020-04-01,0.3,-2.3,9.2,68.2,14.1,1010.6,,Le Haut-Saint-François,
3892,2020-05-01,8.2,4.3,18.0,74.8,12.3,1014.7,,Le Haut-Saint-François,
3893,2020-06-01,16.5,10.4,24.3,64.8,,,,Le Haut-Saint-François,
3894,2020-07-01,19.7,15.3,27.9,95.8,8.7,1012.1,,Le Haut-Saint-François,
3895,2020-08-01,18.8,11.6,24.4,83.7,9.1,1013.2,,Le Haut-Saint-François,
3896,2020-09-01,11.2,6.9,20.7,49.7,9.6,1018.4,,Le Haut-Saint-François,
3897,2020-10-01,2.5,2.3,12.7,124.0,10.1,1018.4,,Le Haut-Saint-François,
3898,2020-11-01,0.6,-1.1,8.6,54.8,11.1,1018.1,,Le Haut-Saint-François,
3899,2020-12-01,-3.7,-6.5,1.3,39.3,11.6,1014.7,,Le Haut-Saint-François,
3900,2021-01-01,-8.1,-11.1,-3.7,18.9,10.4,1015.5,,Le Haut-Saint-François,
3901,2021-02-01,-9.2,-14.6,-2.4,38.2,10.9,1018.4,,Le Haut-Saint-François,
3902,2021-03-01,-1.7,-7.7,5.3,50.0,,,,Le Haut-Saint-François,
3903,2021-04-01,8.1,-0.4,12.2,68.5,12.3,1011.4,,Le Haut-Saint-François,
3904,2021-05-01,13.0,4.5,18.7,53.4,10.9,1017.0,,Le Haut-Saint-François,
3905,2021-06-01,20.2,12.0,25.7,62.9,10.6,1013.4,,Le Haut-Saint-François,
3906,2021-07-01,18.8,12.3,23.5,91.5,8.7,1015.0,,Le Haut-Saint-François,
3907,2021-08-01,12.7,14.6,27.3,117.9,9.3,1016.5,,Le Haut-Saint-François,
3908,2021-09-01,6.9,9.1,21.4,97.1,10.9,1014.6,,Le Haut-Saint-François,
3909,2021-10-01,3.8,5.2,16.0,91.0,9.4,1015.2,,Le Haut-Saint-François,
3910,2021-11-01,-5.8,-3.7,6.0,74.5,11.2,1016.4,,Le Haut-Saint-François,
3911,2021-12-01,-14.0,-8.9,1.0,87.5,12.4,1015.4,,Le Haut-Saint-François,
3912,2022-01-01,-25.6,-20.3,-6.1,54.0,11.3,1018.4,,Le Haut-Saint-François,
3913,2022-02-01,-25.5,-13.0,-1.4,121.7,13.3,1020.6,,Le Haut-Saint-François,
3914,2022-03-01,-2.7,-6.6,3.4,14.1,,,,Le Haut-Saint-François,
3915,2022-04-01,-7.5,-0.9,10.5,139.9,13.3,1014.4,,Le Haut-Saint-François,
3916,2022-05-01,1.6,5.9,21.5,113.3,10.8,1016.8,,Le Haut-Saint-François,
3917,2022-06-01,10.0,10.3,22.4,140.4,11.3,1012.7,,Le Haut-Saint-François,
3918,2022-07-01,11.7,12.4,26.0,141.8,11.2,1011.9,,Le Haut-Saint-François,
3919,2022-08-01,12.0,13.5,25.3,171.7,8.5,1015.0,,Le Haut-Saint-François,
3920,2022-09-01,8.8,8.7,19.0,130.9,9.7,1015.1,,Le Haut-Saint-François,
3921,2022-10-01,3.0,2.1,16.6,99.3,9.9,1017.9,,Le Haut-Saint-François,
3922,2022-11-01,-8.6,-1.8,6.6,127.5,12.4,1017.5,,Le Haut-Saint-François,
3923,2022-12-01,-11.5,-6.0,0.8,90.8,13.7,1019.1,,Le Haut-Saint-François,
3924,2023-01-01,-20.5,-9.1,-1.4,94.3,11.7,1015.8,,Le Haut-Saint-François,
3925,2023-02-01,-26.8,-13.4,-1.5,62.8,14.7,1016.1,,Le Haut-Saint-François,
3926,2023-03-01,-1.1,-6.9,2.5,46.8,,,,Le Haut-Saint-François,
3927,2023-04-01,-4.1,0.6,11.9,96.6,15.8,1016.1,,Le Haut-Saint-François,
3928,2023-05-01,2.5,4.8,17.0,73.3,14.5,1015.3,,Le Haut-Saint-François,
3929,2023-06-01,10.1,11.6,20.5,162.1,10.6,1011.4,,Le Haut-Saint-François,
3930,2023-07-01,15.8,16.4,24.4,242.7,10.7,1012.2,,Le Haut-Saint-François,
3931,2023-08-01,12.4,13.0,21.4,222.7,12.2,1012.2,,Le Haut-Saint-François,
3932,2023-09-01,7.4,11.7,21.0,96.5,9.6,1018.3,,Le Haut-Saint-François,
3933,2023-10-01,2.8,7.1,14.5,148.6,12.7,1012.6,,Le Haut-Saint-François,
3934,2023-11-01,-5.6,-3.8,3.3,67.7,14.0,1017.8,,Le Haut-Saint-François,
3935,2023-12-01,-11.5,-6.5,1.6,127.5,12.4,1019.1,,Le Haut-Saint-François,
3936,2016-01-01,-12.1,-10.8,-2.9,36.1,14.0,1013.1,,Bécancour,
3937,2016-02-01,-10.7,-12.2,-2.8,107.1,,,,Bécancour,
3938,2016-03-01,-10.7,-6.8,1.3,93.7,,,,Bécancour,
3939,2016-04-01,0.8,-2.4,6.8,58.6,,,,Bécancour,
3940,2016-05-01,13.8,7.6,19.7,54.9,,,,Bécancour,
3941,2016-06-01,14.7,13.7,22.5,105.5,13.4,1010.1,,Bécancour,
3942,2016-07-01,17.0,16.4,24.6,120.1,10.2,1012.7,,Bécancour,
3943,2016-08-01,17.5,17.0,25.3,71.0,,,,Bécancour,
3944,2016-09-01,13.0,11.8,20.8,,,,,Bécancour,
3945,2016-10-01,6.4,5.1,12.3,,,,,Bécancour,
3946,2016-11-01,1.5,1.3,6.2,82.0,,,,Bécancour,
3947,2016-12-01,-13.2,-9.1,-2.1,105.9,11.9,1015.3,,Bécancour,
3948,2017-01-01,-13.2,-9.3,-2.6,80.0,,,,Bécancour,
3949,2017-02-01,-13.0,-10.3,-2.3,59.4,14.1,1011.8,,Bécancour,
3950,2017-03-01,-11.6,-9.9,-1.6,76.1,,,,Bécancour,
3951,2017-04-01,0.5,,,,,,,Bécancour,
3952,2017-05-01,9.9,8.0,17.1,134.2,,,,Bécancour,
3953,2017-06-01,14.7,12.8,22.5,36.5,,,,Bécancour,
3954,2017-07-01,18.0,14.6,,,,,,Bécancour,
3955,2017-08-01,15.2,14.5,22.9,75.9,,,,Bécancour,
3956,2017-09-01,14.4,11.7,22.5,7.3,,,,Bécancour,
3957,2017-10-01,7.4,4.6,17.3,151.1,8.9,1015.3,,Bécancour,
3958,2017-11-01,-3.3,-3.2,4.1,95.3,,,,Bécancour,
3959,2017-12-01,-15.9,-12.8,-6.5,58.3,14.0,1015.9,,Bécancour,
3960,2018-01-01,-15.8,-16.7,-6.9,72.3,14.0,1019.7,,Bécancour,
3961,2018-02-01,-14.4,,,,,,,Bécancour,
3962,2018-03-01,-3.3,-5.4,,,,,,Bécancour,
3963,2018-04-01,-2.1,-1.9,5.8,140.3,,,,Bécancour,
3964,2018-05-01,9.6,7.2,18.5,36.1,,,,Bécancour,
3965,2018-06-01,15.3,12.8,22.1,70.9,,,,Bécancour,
3966,2018-07-01,20.0,16.1,27.8,67.5,,,,Bécancour,
3967,2018-08-01,19.8,17.3,25.9,72.3,,,,Bécancour,
3968,2018-09-01,11.8,11.8,20.6,91.0,,,,Bécancour,
3969,2018-10-01,2.7,2.6,9.8,114.7,,,,Bécancour,
3970,2018-11-01,-5.9,-4.7,0.8,,8.8,1015.9,,Bécancour,
3971,2018-12-01,-13.0,-10.8,-3.4,81.2,9.1,1018.2,,Bécancour,
3972,2019-01-01,-19.1,-17.0,-8.1,95.3,,,,Bécancour,
3973,2019-02-01,-17.7,-14.6,-4.8,79.1,,,,Bécancour,
3974,2019-03-01,-9.4,-8.6,0.2,63.1,,,,Bécancour,
3975,2019-04-01,-0.9,-1.3,6.7,,,,,Bécancour,
3976,2019-05-01,7.4,3.0,16.4,114.8,,,,Bécancour,
3977,2019-06-01,14.8,11.7,22.2,95.6,9.0,1011.2,,Bécancour,
3978,2019-07-01,21.0,17.4,26.3,88.1,11.8,1011.8,,Bécancour,
3979,2019-08-01,16.3,15.4,24.0,109.7,10.8,1012.6,,Bécancour,
3980,2019-09-01,11.3,10.3,18.5,116.0,,,,Bécancour,
3981,2019-10-01,8.3,5.4,12.7,147.5,,,,Bécancour,
3982,2019-11-01,-5.8,-5.2,1.5,,,,,Bécancour,
3983,2019-12-01,-11.7,-10.5,-1.8,40.9,,,,Bécancour,
3984,2020-01-01,-7.5,-10.8,-3.6,121.2,12.5,1018.2,,Bécancour,
3985,2020-02-01,-11.6,-16.9,-2.7,49.0,12.6,1015.4,,Bécancour,
3986,2020-03-01,-8.9,-5.6,2.1,106.5,,,,Bécancour,
3987,2020-04-01,0.3,-0.4,7.6,81.9,14.6,1010.5,,Bécancour,
3988,2020-05-01,8.2,7.2,18.2,25.2,11.8,1014.5,,Bécancour,
3989,2020-06-01,16.5,13.6,23.5,45.0,13.6,1013.1,,Bécancour,
3990,2020-07-01,19.7,18.4,26.9,128.5,12.5,1011.2,,Bécancour,
3991,2020-08-01,18.8,15.8,23.5,196.6,12.0,1012.8,,Bécancour,
3992,2020-09-01,11.2,8.0,18.9,100.5,8.3,1017.5,,Bécancour,
3993,2020-10-01,2.5,4.0,11.2,110.8,12.5,1017.5,,Bécancour,
3994,2020-11-01,0.6,-0.8,6.3,71.2,12.7,1016.9,,Bécancour,
3995,2020-12-01,-3.7,-6.6,0.0,88.3,13.5,1014.3,,Bécancour,
3996,2021-01-01,-8.1,-9.6,-4.0,36.6,11.1,1015.7,,Bécancour,
3997,2021-02-01,-9.2,-12.7,-3.8,67.3,12.4,1018.5,,Bécancour,
3998,2021-03-01,-1.7,-7.0,2.9,82.3,,,,Bécancour,
3999,2021-04-01,8.1,2.6,12.0,47.3,13.4,1011.4,,Bécancour,
4000,2021-05-01,13.0,7.9,18.2,41.5,12.5,1016.1,,Bécancour,
4001,2021-06-01,20.2,15.3,24.2,132.8,13.9,1011.7,,Bécancour,
4002,2021-07-01,18.8,15.7,23.7,111.1,12.4,1014.2,,Bécancour,
4003,2021-08-01,12.7,18.5,27.0,62.8,11.8,1015.5,,Bécancour,
4004,2021-09-01,6.9,12.7,20.9,107.0,10.9,1014.0,,Bécancour,
4005,2021-10-01,3.8,8.0,15.2,130.0,10.5,1015.6,,Bécancour,
4006,2021-11-01,-5.8,-0.4,5.2,79.0,12.4,1016.0,,Bécancour,
4007,2021-12-01,-14.0,-8.7,-0.6,83.1,13.2,1015.5,,Bécancour,
4008,2022-01-01,-25.6,-21.0,-9.2,40.9,11.5,1019.1,,Bécancour,
4009,2022-02-01,-25.5,-15.6,-3.9,88.8,14.8,1020.8,,Bécancour,
4010,2022-03-01,-2.7,-7.3,0.9,87.2,,,,Bécancour,
4011,2022-04-01,-7.5,0.8,8.9,101.5,14.0,1014.7,,Bécancour,
4012,2022-05-01,1.6,8.1,19.7,99.7,12.1,1016.4,,Bécancour,
4013,2022-06-01,10.0,13.5,21.8,125.5,12.3,1012.2,,Bécancour,
4014,2022-07-01,11.7,17.2,25.4,108.5,13.5,1010.7,,Bécancour,
4015,2022-08-01,12.0,16.2,24.7,167.6,11.3,1014.7,,Bécancour,
4016,2022-09-01,8.8,11.3,19.3,120.3,10.6,1015.1,,Bécancour,
4017,2022-10-01,3.0,5.1,14.5,82.9,11.1,1017.5,,Bécancour,
4018,2022-11-01,-8.6,-0.3,6.6,90.6,13.5,1017.2,,Bécancour,
4019,2022-12-01,-11.5,-5.2,0.7,131.7,16.8,1019.1,,Bécancour,
4020,2023-01-01,-20.5,-8.5,-2.1,85.1,13.0,1016.7,,Bécancour,
4021,2023-02-01,-26.8,-14.3,-3.3,74.4,14.0,1016.6,,Bécancour,
4022,2023-03-01,-1.1,-4.9,2.7,46.1,,,,Bécancour,
4023,2023-04-01,-4.1,1.7,10.0,121.4,14.6,1016.1,,Bécancour,
4024,2023-05-01,2.5,7.4,18.5,74.4,14.7,1015.4,,Bécancour,
4025,2023-06-01,10.1,13.9,21.9,161.7,10.4,1011.8,,Bécancour,
4026,2023-07-01,15.8,18.7,25.5,228.0,10.7,1011.5,,Bécancour,
4027,2023-08-01,12.4,15.4,23.4,166.3,10.2,1011.9,,Bécancour,
4028,2023-09-01,7.4,13.6,22.0,85.5,10.2,1018.5,,Bécancour,
4029,2023-10-01,2.8,9.2,15.7,135.9,11.7,1012.3,,Bécancour,
4030,2023-11-01,-5.6,-1.8,4.5,66.2,13.6,1017.6,,Bécancour,
4031,2023-12-01,-11.5,-4.8,0.8,104.6,11.4,1019.6,,Bécancour,
4032,2016-01-01,-12.1,-12.3,-3.4,45.0,,,,Arthabaska,
4033,2016-02-01,-10.7,-12.1,-2.2,119.2,,,,Arthabaska,
4034,2016-03-01,-10.7,-9.2,2.4,120.6,,,,Arthabaska,
4035,2016-04-01,0.8,-3.2,8.1,55.6,,,,Arthabaska,
4036,2016-05-01,13.8,4.4,20.1,83.7,,,,Arthabaska,
4037,2016-06-01,14.7,11.8,22.9,123.4,,,,Arthabaska,
4038,2016-07-01,17.0,12.7,24.8,119.2,10.2,1012.7,,Arthabaska,
4039,2016-08-01,17.5,13.0,25.8,77.1,,,,Arthabaska,
4040,2016-09-01,13.0,9.9,21.2,40.1,,,,Arthabaska,
4041,2016-10-01,6.4,3.8,12.5,189.0,,,,Arthabaska,
4042,2016-11-01,1.5,-0.3,6.3,91.3,,,,Arthabaska,
4043,2016-12-01,-13.2,-10.4,-2.2,105.2,,,,Arthabaska,
4044,2017-01-01,-13.2,-9.8,-2.7,82.8,,,,Arthabaska,
4045,2017-02-01,-13.0,-10.9,-1.2,81.0,,,,Arthabaska,
4046,2017-03-01,-11.6,-10.8,-1.7,86.0,,,,Arthabaska,
4047,2017-04-01,0.5,1.7,11.1,170.7,,,,Arthabaska,
4048,2017-05-01,9.9,6.5,17.0,134.1,,,,Arthabaska,
4049,2017-06-01,14.7,11.5,22.7,174.0,,,,Arthabaska,
4050,2017-07-01,18.0,13.1,24.2,,,,,Arthabaska,
4051,2017-08-01,15.2,11.8,23.4,,,,,Arthabaska,
4052,2017-09-01,14.4,10.7,22.2,,,,,Arthabaska,
4053,2017-10-01,7.4,6.5,17.1,151.1,,,,Arthabaska,
4054,2017-11-01,-3.3,-5.0,4.2,98.5,,,,Arthabaska,
4055,2017-12-01,-15.9,-14.4,-6.9,82.6,10.6,1016.5,,Arthabaska,
4056,2018-01-01,-15.8,-15.9,-5.9,106.4,11.3,1020.1,,Arthabaska,
4057,2018-02-01,-14.4,-9.9,-0.3,81.0,,,,Arthabaska,
4058,2018-03-01,-3.3,-6.2,0.9,67.2,,,,Arthabaska,
4059,2018-04-01,-2.1,-1.7,6.5,144.3,,,,Arthabaska,
4060,2018-05-01,9.6,7.2,20.5,45.1,,,,Arthabaska,
4061,2018-06-01,15.3,10.2,22.4,,,,,Arthabaska,
4062,2018-07-01,20.0,16.1,27.4,93.8,,,,Arthabaska,
4063,2018-08-01,19.8,15.6,26.5,103.7,,,,Arthabaska,
4064,2018-09-01,11.8,9.7,20.6,67.2,,,,Arthabaska,
4065,2018-10-01,2.7,2.0,9.2,92.4,,,,Arthabaska,
4066,2018-11-01,-5.9,-5.0,0.9,146.2,,,,Arthabaska,
4067,2018-12-01,-13.0,-11.2,-2.5,102.2,,,,Arthabaska,
4068,2019-01-01,-19.1,-17.0,-6.6,112.2,,,,Arthabaska,
4069,2019-02-01,-17.7,-14.9,-4.5,,,,,Arthabaska,
4070,2019-03-01,-9.4,-9.1,0.5,,,,,Arthabaska,
4071,2019-04-01,-0.9,-0.5,7.9,,,,,Arthabaska,
4072,2019-05-01,7.4,3.0,16.4,114.8,,,,Arthabaska,
4073,2019-06-01,14.8,10.5,22.3,108.6,9.5,1012.0,,Arthabaska,
4074,2019-07-01,21.0,15.4,27.0,,,,,Arthabaska,
4075,2019-08-01,16.3,13.0,24.1,109.7,7.6,,,Arthabaska,
4076,2019-09-01,11.3,8.1,18.5,116.0,,,,Arthabaska,
4077,2019-10-01,8.3,3.8,13.2,147.5,,,,Arthabaska,
4078,2019-11-01,-5.8,-6.0,0.6,,,,,Arthabaska,
4079,2019-12-01,-11.7,-9.6,-1.5,40.9,,,,Arthabaska,
4080,2020-01-01,-7.5,-11.2,-3.0,112.7,10.3,1019.0,,Arthabaska,
4081,2020-02-01,-11.6,-12.6,-3.1,49.0,12.6,1015.4,,Arthabaska,
4082,2020-03-01,-8.9,-5.7,3.1,105.6,,,,Arthabaska,
4083,2020-04-01,0.3,-1.7,8.3,,13.5,1011.2,,Arthabaska,
4084,2020-05-01,8.2,5.9,17.8,36.9,,,,Arthabaska,
4085,2020-06-01,16.5,11.5,24.3,63.6,,,,Arthabaska,
4086,2020-07-01,19.7,16.3,27.1,157.7,9.0,1012.2,,Arthabaska,
4087,2020-08-01,18.8,13.2,23.7,159.8,8.4,1013.1,,Arthabaska,
4088,2020-09-01,11.2,7.8,18.7,112.0,9.5,1017.9,,Arthabaska,
4089,2020-10-01,2.5,2.6,11.4,144.6,9.6,1018.5,,Arthabaska,
4090,2020-11-01,0.6,-0.3,7.7,68.4,10.5,1017.8,,Arthabaska,
4091,2020-12-01,-3.7,-6.9,0.2,69.4,11.2,1015.1,,Arthabaska,
4092,2021-01-01,-8.1,-10.9,-4.9,54.4,9.3,1016.4,,Arthabaska,
4093,2021-02-01,-9.2,-13.9,-4.0,80.2,10.1,1019.2,,Arthabaska,
4094,2021-03-01,-1.7,-6.6,3.5,56.6,,,,Arthabaska,
4095,2021-04-01,8.1,1.8,12.2,43.4,12.5,1012.0,,Arthabaska,
4096,2021-05-01,13.0,6.2,18.2,38.8,10.2,1016.9,,Arthabaska,
4097,2021-06-01,20.2,14.0,24.9,95.6,10.8,1012.4,,Arthabaska,
4098,2021-07-01,18.8,13.2,23.4,76.9,9.0,1014.6,,Arthabaska,
4099,2021-08-01,12.7,16.3,27.1,118.3,9.6,1015.7,,Arthabaska,
4100,2021-09-01,6.9,10.6,20.4,104.0,11.0,1014.1,,Arthabaska,
4101,2021-10-01,3.8,6.3,15.2,109.8,9.4,1015.2,,Arthabaska,
4102,2021-11-01,-5.8,-2.4,4.7,55.8,11.0,1016.1,,Arthabaska,
4103,2021-12-01,-14.0,-9.4,-1.1,78.8,12.1,1015.2,,Arthabaska,
4104,2022-01-01,-25.6,-20.1,-8.7,39.6,11.1,1018.5,,Arthabaska,
4105,2022-02-01,-25.5,-13.1,-3.5,113.2,13.2,1020.5,,Arthabaska,
4106,2022-03-01,-2.7,-6.1,1.5,124.9,,,,Arthabaska,
4107,2022-04-01,-7.5,0.6,9.8,112.9,13.2,1014.4,,Arthabaska,
4108,2022-05-01,1.6,8.3,20.9,132.2,10.6,1016.8,,Arthabaska,
4109,2022-06-01,10.0,12.2,22.5,166.2,11.4,1012.2,,Arthabaska,
4110,2022-07-01,11.7,15.1,25.3,105.6,11.0,1011.1,,Arthabaska,
4111,2022-08-01,12.0,14.8,24.4,139.5,9.0,1014.6,,Arthabaska,
4112,2022-09-01,8.8,9.9,18.9,123.5,10.1,1014.8,,Arthabaska,
4113,2022-10-01,3.0,4.6,15.4,92.1,10.4,1017.5,,Arthabaska,
4114,2022-11-01,-8.6,-1.8,6.7,96.1,12.1,1017.1,,Arthabaska,
4115,2022-12-01,-11.5,-5.9,0.8,104.6,13.7,1018.8,,Arthabaska,
4116,2023-01-01,-20.5,-10.1,-2.0,89.2,11.3,1016.0,,Arthabaska,
4117,2023-02-01,-26.8,-13.9,-2.1,75.5,13.9,1016.0,,Arthabaska,
4118,2023-03-01,-1.1,-9.1,2.9,51.0,,,,Arthabaska,
4119,2023-04-01,-4.1,0.9,12.5,107.3,14.3,1015.8,,Arthabaska,
4120,2023-05-01,2.5,5.7,18.0,67.4,14.1,1015.2,,Arthabaska,
4121,2023-06-01,10.1,12.4,22.0,128.7,11.1,1011.3,,Arthabaska,
4122,2023-07-01,15.8,17.0,25.3,271.5,10.5,1011.5,,Arthabaska,
4123,2023-08-01,12.4,13.5,22.0,193.5,11.3,1011.7,,Arthabaska,
4124,2023-09-01,7.4,12.4,21.4,96.8,9.9,1018.1,,Arthabaska,
4125,2023-10-01,2.8,7.9,15.2,140.5,12.3,1012.2,,Arthabaska,
4126,2023-11-01,-5.6,-3.6,3.8,75.9,12.9,1017.4,,Arthabaska,
4127,2023-12-01,-11.5,-6.1,1.5,102.8,11.8,1019.1,,Arthabaska,
4128,2016-01-01,-12.1,-13.9,-2.9,56.5,,,,Drummond,
4129,2016-02-01,-10.7,-11.9,-1.2,110.9,,,,Drummond,
4130,2016-03-01,-10.7,-6.1,3.4,,,,,Drummond,
4131,2016-04-01,0.8,-2.9,8.7,60.6,,,,Drummond,
4132,2016-05-01,13.8,5.9,19.9,63.9,,,,Drummond,
4133,2016-06-01,14.7,11.1,,,,,,Drummond,
4134,2016-07-01,17.0,13.1,25.3,86.2,,,,Drummond,
4135,2016-08-01,17.5,13.7,,,,,,Drummond,
4136,2016-09-01,13.0,8.3,22.4,41.3,,,,Drummond,
4137,2016-10-01,6.4,4.7,13.2,164.7,,,,Drummond,
4138,2016-11-01,1.5,0.1,7.1,,,,,Drummond,
4139,2016-12-01,-13.2,-9.1,-1.0,79.7,,,,Drummond,
4140,2017-01-01,-13.2,-9.2,-1.6,75.2,,,,Drummond,
4141,2017-02-01,-13.0,-10.3,-0.2,68.7,,,,Drummond,
4142,2017-03-01,-11.6,-10.1,-1.0,64.9,,,,Drummond,
4143,2017-04-01,0.5,2.2,12.0,,,,,Drummond,
4144,2017-05-01,9.9,7.6,17.7,96.0,,,,Drummond,
4145,2017-06-01,14.7,13.2,23.6,93.0,,,,Drummond,
4146,2017-07-01,18.0,14.9,24.8,88.6,,,,Drummond,
4147,2017-08-01,15.2,13.7,24.6,112.4,,,,Drummond,
4148,2017-09-01,14.4,11.6,23.2,,,,,Drummond,
