,tavg,tmin,tmax,prcp,wspd,pres,tsun,mrc
2020-12-01,-4.1,-6.9,-0.5,47.0,6.4,1014.2,,Beauce-Sartigan
2021-01-01,-8.4,-11.9,-4.4,19.0,4.6,1014.9,,Beauce-Sartigan
2021-02-01,-9.4,-15.4,-3.3,44.0,5.6,1018.1,,Beauce-Sartigan
2021-03-01,-2.3,-8.2,4.0,55.2,,,,Beauce-Sartigan
2021-04-01,5.8,0.4,11.7,68.1,6.9,1010.8,,Beauce-Sartigan
2021-05-01,11.0,4.3,17.6,74.7,6.1,1015.8,,Beauce-Sartigan
2021-06-01,18.1,11.9,24.5,103.6,5.0,1011.8,,Beauce-Sartigan
2021-07-01,17.4,12.3,23.3,45.2,5.2,1014.0,,Beauce-Sartigan
2021-08-01,20.9,14.2,26.8,72.8,8.3,1016.1,,Beauce-Sartigan
2021-09-01,15.4,8.5,20.5,78.6,9.6,1014.2,,Beauce-Sartigan
2021-10-01,10.1,4.1,15.1,59.4,8.7,1015.5,,Beauce-Sartigan
2021-11-01,0.6,-4.1,4.3,46.5,10.4,1015.7,,Beauce-Sartigan
2021-12-01,-5.4,-10.2,-1.6,59.8,10.9,1015.2,,Beauce-Sartigan
2022-01-01,-13.5,-21.6,-8.9,30.5,9.8,1017.9,,Beauce-Sartigan
2022-02-01,-8.2,-14.6,-3.1,77.0,11.6,1020.3,,Beauce-Sartigan
2022-03-01,-3.1,-7.1,1.5,74.9,,,,Beauce-Sartigan
2022-04-01,4.1,-0.4,9.4,77.2,12.3,1014.1,,Beauce-Sartigan
2022-05-01,12.7,5.4,20.3,121.2,5.9,1016.2,,Beauce-Sartigan
2022-06-01,16.2,10.1,22.1,114.0,9.4,1012.4,,Beauce-Sartigan
2022-07-01,19.6,13.0,25.4,138.3,10.7,1011.0,,Beauce-Sartigan
2022-08-01,19.1,13.3,24.3,149.4,7.9,1014.8,,Beauce-Sartigan
2022-09-01,14.0,8.3,18.7,90.1,9.2,1014.7,,Beauce-Sartigan
2022-10-01,9.1,1.4,15.3,48.3,8.6,1017.8,,Beauce-Sartigan
2022-11-01,1.9,-2.8,6.4,121.4,11.0,1016.9,,Beauce-Sartigan
2022-12-01,-2.7,-6.4,0.8,93.8,12.1,1019.1,,Beauce-Sartigan
2023-01-01,-6.0,-10.8,-2.4,98.1,10.6,1015.9,,Beauce-Sartigan
2023-02-01,-8.2,-14.3,-2.9,64.3,12.8,1016.1,,Beauce-Sartigan
2023-03-01,-2.5,-7.4,2.4,51.9,,,,Beauce-Sartigan
2023-04-01,4.9,-0.4,10.9,89.5,13.5,1016.3,,Beauce-Sartigan
2023-05-01,11.2,5.0,17.4,73.6,14.0,1014.9,,Beauce-Sartigan
2023-06-01,16.3,11.6,21.4,142.6,10.4,1011.7,,Beauce-Sartigan
2023-07-01,20.7,16.7,25.4,221.4,9.5,1011.8,,Beauce-Sartigan
2023-08-01,17.3,13.1,21.9,198.0,11.0,1011.8,,Beauce-Sartigan
2023-09-01,16.2,11.7,21.6,124.4,9.2,1018.1,,Beauce-Sartigan
2023-10-01,10.9,6.9,15.3,112.8,11.3,1012.2,,Beauce-Sartigan
2023-11-01,-0.6,-4.3,3.3,57.4,12.3,1017.2,,Beauce-Sartigan
2023-12-01,-3.0,-7.3,1.4,94.1,11.0,1019.3,,Beauce-Sartigan
2016-01-01,-7.1,-11.4,-2.9,39.0,9.5,1012.6,,Bellechasse
2016-02-01,-7.4,-13.3,-2.3,152.1,18.2,,,Bellechasse
2016-03-01,-3.9,-8.9,1.1,104.8,,,,Bellechasse
2016-04-01,1.6,-4.0,7.2,47.0,14.9,,,Bellechasse
2016-05-01,11.8,5.9,17.8,79.1,15.3,1013.5,,Bellechasse
2016-06-01,16.8,11.3,22.3,104.1,7.3,1010.0,,Bellechasse
2016-07-01,19.2,13.9,24.5,139.2,7.5,1011.4,,Bellechasse
2016-08-01,19.8,14.5,25.4,68.8,12.5,,,Bellechasse
2016-09-01,14.0,9.6,20.3,,12.2,,,Bellechasse
2016-10-01,7.6,3.1,12.1,56.8,12.7,1018.3,,Bellechasse
2016-11-01,2.6,-0.1,5.3,108.9,,,,Bellechasse
2016-12-01,-8.0,-12.3,-3.7,105.0,8.2,1015.2,,Bellechasse
2017-01-01,-7.7,-11.5,-3.8,86.1,16.5,,,Bellechasse
2017-02-01,-8.2,-13.2,-3.2,53.1,16.2,1012.0,,Bellechasse
2017-03-01,-7.1,-12.1,-2.2,61.0,,,,Bellechasse
2017-04-01,3.5,-0.4,7.4,133.4,15.6,1017.1,,Bellechasse
2017-05-01,10.6,6.1,15.2,140.3,14.9,1012.3,,Bellechasse
2017-06-01,17.2,11.4,23.0,83.3,,,,Bellechasse
2017-07-01,18.9,13.0,24.7,66.0,12.5,1013.2,,Bellechasse
2017-08-01,17.5,11.7,23.3,113.9,,,,Bellechasse
2017-09-01,15.9,10.2,21.5,43.0,11.9,,,Bellechasse
2017-10-01,10.6,5.3,15.8,209.9,7.7,1015.9,,Bellechasse
2017-11-01,-1.0,-5.0,3.1,146.0,,,,Bellechasse
2017-12-01,-10.8,-14.2,-7.3,84.0,8.9,1015.1,,Bellechasse
2018-01-01,-12.0,-16.4,-7.5,116.2,9.7,1018.8,,Bellechasse
2018-02-01,-7.3,-13.1,-1.6,143.4,,,,Bellechasse
2018-03-01,-2.8,-6.0,1.0,63.2,,,,Bellechasse
2018-04-01,1.6,-3.9,5.9,96.5,,,,Bellechasse
2018-05-01,11.7,4.6,19.1,42.8,13.1,,,Bellechasse
2018-06-01,15.5,10.0,21.6,100.5,14.0,,,Bellechasse
2018-07-01,21.2,15.1,28.0,107.0,,,,Bellechasse
2018-08-01,20.5,14.7,26.6,131.9,9.1,1014.9,,Bellechasse
2018-09-01,14.7,8.7,20.0,77.7,10.3,1021.5,,Bellechasse
2018-10-01,4.8,1.0,7.9,107.0,15.7,1015.6,,Bellechasse
2018-11-01,-2.3,-5.9,-0.1,116.2,18.8,1016.3,,Bellechasse
2018-12-01,-7.3,-12.8,-4.0,85.9,6.6,1017.1,,Bellechasse
2019-01-01,-11.7,-17.2,-7.9,80.1,16.7,1016.3,,Bellechasse
2019-02-01,-10.7,-16.6,-5.3,73.0,19.4,1018.6,,Bellechasse
2019-03-01,-5.0,-10.6,1.0,92.6,,,,Bellechasse
2019-04-01,3.4,-1.6,6.3,147.1,19.0,1015.0,,Bellechasse
2019-05-01,9.3,4.0,14.7,43.0,13.1,1014.8,,Bellechasse
2019-06-01,15.7,9.5,21.6,150.2,11.7,1011.7,,Bellechasse
2019-07-01,20.9,14.7,27.6,44.0,10.2,1012.4,,Bellechasse
2019-08-01,18.3,12.2,25.0,121.0,10.0,1013.3,,Bellechasse
2019-09-01,13.1,7.8,18.1,111.0,11.1,1018.3,,Bellechasse
2019-10-01,8.0,2.9,11.8,111.2,12.9,1018.6,,Bellechasse
2019-11-01,-2.1,-5.9,1.8,76.7,14.1,1016.3,,Bellechasse
2019-12-01,-7.1,-11.2,-3.1,79.7,15.4,1016.5,,Bellechasse
2020-01-01,-7.4,-11.8,-3.9,75.0,8.8,1017.6,,Bellechasse
2020-02-01,-10.1,-14.1,-2.2,63.2,10.7,1014.7,,Bellechasse
2020-03-01,-2.7,-7.7,2.6,162.4,,,,Bellechasse
2020-04-01,3.0,-1.9,8.0,87.2,12.7,1010.3,,Bellechasse
2020-05-01,11.0,4.6,17.3,44.9,9.6,1013.5,,Bellechasse
2020-06-01,16.9,10.8,24.1,36.0,8.0,1013.2,,Bellechasse
2020-07-01,20.3,15.6,26.6,117.6,6.8,1011.4,,Bellechasse
2020-08-01,18.6,12.9,24.3,143.8,6.9,1011.6,,Bellechasse
2020-09-01,12.3,7.5,19.1,122.3,7.2,1016.9,,Bellechasse
2020-10-01,6.4,2.5,10.8,164.6,5.9,1017.7,,Bellechasse
2020-11-01,2.2,-2.5,6.1,70.2,7.0,1017.0,,Bellechasse
2020-12-01,-3.6,-7.5,-0.8,126.7,7.7,1014.1,,Bellechasse
2021-01-01,-7.0,-10.8,-3.8,23.9,7.2,1014.8,,Bellechasse
2021-02-01,-8.2,-13.8,-3.4,76.7,19.4,1018.1,,Bellechasse
2021-03-01,-1.9,-7.5,4.1,68.9,,,,Bellechasse
2021-04-01,5.3,0.6,9.9,46.1,25.5,1011.6,,Bellechasse
2021-05-01,11.9,5.4,18.0,63.9,19.7,1016.0,,Bellechasse
2021-06-01,18.7,12.6,24.7,147.9,19.3,1011.4,,Bellechasse
2021-07-01,18.9,13.0,24.2,105.3,19.8,1013.6,,Bellechasse
2021-08-01,21.8,15.4,27.0,54.9,10.5,1015.2,,Bellechasse
2021-09-01,16.4,9.8,20.2,153.3,10.6,1013.7,,Bellechasse
2021-10-01,11.3,6.1,14.5,72.3,13.5,1015.4,,Bellechasse
2021-11-01,2.1,-2.5,4.9,96.5,13.0,1015.1,,Bellechasse
2021-12-01,-5.4,-10.9,-2.6,76.4,13.7,1014.8,,Bellechasse
2022-01-01,-13.0,-20.4,-9.7,62.1,13.7,1017.8,,Bellechasse
2022-02-01,-8.8,-15.0,-4.5,109.5,14.6,1020.3,,Bellechasse
2022-03-01,-3.8,-7.9,0.7,81.3,,,,Bellechasse
2022-04-01,3.8,-0.4,8.2,99.6,13.0,1014.2,,Bellechasse
2022-05-01,13.2,5.4,19.2,113.9,12.3,1016.7,,Bellechasse
2022-06-01,16.9,11.3,22.2,165.5,11.4,1012.0,,Bellechasse
2022-07-01,20.8,14.9,26.5,120.2,13.1,1010.0,,Bellechasse
2022-08-01,20.3,14.7,25.1,135.6,10.7,1014.3,,Bellechasse
2022-09-01,15.8,9.8,19.7,60.9,12.0,1014.3,,Bellechasse
2022-10-01,10.4,3.6,14.8,76.7,12.1,1017.2,,Bellechasse
2022-11-01,2.7,-0.6,5.9,109.8,13.7,1016.4,,Bellechasse
2022-12-01,-2.3,-5.1,0.4,125.9,15.5,1018.9,,Bellechasse
2023-01-01,-5.7,-8.8,-3.2,101.2,16.4,1016.1,,Bellechasse
2023-02-01,-8.2,-12.0,-4.3,81.7,17.8,1016.0,,Bellechasse
2023-03-01,-2.0,-6.4,2.4,36.9,,,,Bellechasse
2023-04-01,4.9,1.2,9.2,87.6,17.1,1016.3,,Bellechasse
2023-05-01,12.4,7.6,17.5,63.7,17.0,1014.7,,Bellechasse
2023-06-01,17.0,13.6,21.0,85.3,17.4,1012.0,,Bellechasse
2023-07-01,21.6,17.7,26.1,206.9,12.2,1011.0,,Bellechasse
2023-08-01,18.4,14.4,23.0,191.4,12.5,1011.2,,Bellechasse
2023-09-01,17.1,13.1,22.0,98.6,12.5,1017.8,,Bellechasse
2023-10-01,11.7,8.0,15.7,104.1,13.4,1011.8,,Bellechasse
2023-11-01,-0.4,-3.9,3.4,66.9,13.6,1016.6,,Bellechasse
2023-12-01,-3.1,-6.7,0.3,92.1,15.3,1019.2,,Bellechasse
2016-01-01,-7.1,-11.4,-2.9,39.0,9.5,1012.6,,L'Islet
2016-02-01,-7.4,-12.4,-2.3,152.1,18.2,,,L'Islet
2016-03-01,-3.9,-8.8,1.1,104.8,,,,L'Islet
2016-04-01,1.6,-4.0,7.2,47.0,14.9,,,L'Islet
2016-05-01,11.8,5.8,17.8,79.1,15.3,1013.5,,L'Islet
2016-06-01,16.8,11.3,22.3,104.1,7.3,1010.0,,L'Islet
2016-07-01,19.2,13.9,24.5,139.2,7.5,1011.4,,L'Islet
2016-08-01,19.8,14.1,25.4,65.0,12.5,,,L'Islet
2016-09-01,10.7,9.6,15.9,77.8,12.2,,,L'Islet
2016-10-01,8.6,4.5,12.8,130.1,9.3,1017.5,,L'Islet
2016-11-01,3.9,0.6,7.0,70.1,,,,L'Islet
2016-12-01,-7.2,-11.8,-2.6,105.0,8.2,1015.2,,L'Islet
2017-01-01,-6.8,-10.9,-2.7,86.1,16.5,,,L'Islet
2017-02-01,-7.4,-12.4,-2.3,53.1,25.6,1012.0,,L'Islet
2017-03-01,-6.2,-11.1,-1.3,61.0,,,,L'Islet
2017-04-01,3.5,-0.4,7.4,133.4,22.0,1017.1,,L'Islet
2017-05-01,10.9,6.1,15.7,111.4,14.9,1012.3,,L'Islet
2017-06-01,16.8,11.0,22.4,98.9,,,,L'Islet
2017-07-01,18.9,13.8,24.7,66.0,7.7,1012.6,,L'Islet
2017-08-01,18.2,12.7,23.6,98.0,,,,L'Islet
2017-09-01,15.7,10.2,21.2,43.0,11.9,,,L'Islet
2017-10-01,10.9,5.5,16.2,207.0,7.7,1015.9,,L'Islet
2017-11-01,-0.4,-4.6,3.9,146.0,,,,L'Islet
2017-12-01,-9.9,-13.8,-6.1,84.0,8.9,1015.1,,L'Islet
2018-01-01,-11.5,-16.4,-6.5,116.2,9.7,1018.8,,L'Islet
2018-02-01,-7.3,-13.1,-1.6,40.1,,,,L'Islet
2018-03-01,-2.9,-4.4,1.0,36.1,,,,L'Islet
2018-04-01,1.6,-3.2,6.4,96.5,,,,L'Islet
2018-05-01,11.7,4.6,18.7,42.8,13.1,,,L'Islet
2018-06-01,15.5,9.6,21.3,100.5,14.0,,,L'Islet
2018-07-01,21.2,15.2,27.3,107.0,,,,L'Islet
2018-08-01,20.5,15.2,25.8,131.9,9.1,1014.9,,L'Islet
2018-09-01,14.7,9.4,20.0,77.7,10.3,1021.5,,L'Islet
2018-10-01,-0.2,1.0,7.9,156.2,15.7,1015.6,,L'Islet
2018-11-01,-2.3,-5.7,1.1,116.2,18.8,1016.3,,L'Islet
2018-12-01,-7.3,-11.5,-3.0,85.9,6.6,1017.1,,L'Islet
2019-01-01,-11.7,-16.7,-6.8,80.1,16.7,1014.6,,L'Islet
2019-02-01,-10.7,-16.3,-5.0,73.0,33.1,1017.1,,L'Islet
2019-03-01,-4.8,-10.6,1.0,55.0,,1014.8,,L'Islet
2019-04-01,3.4,-0.8,7.6,110.2,19.0,1014.4,,L'Islet
2019-05-01,9.3,4.0,14.7,43.0,13.1,1014.0,,L'Islet
2019-06-01,15.7,10.0,21.4,150.2,7.6,1011.2,,L'Islet
2019-07-01,20.9,14.5,27.3,44.0,7.2,1013.4,,L'Islet
2019-08-01,18.3,12.4,24.3,121.0,6.9,1013.9,,L'Islet
2019-09-01,13.1,8.5,17.7,111.0,11.1,1017.2,,L'Islet
2019-10-01,8.0,3.6,12.5,111.2,12.9,1017.8,,L'Islet
2019-11-01,-2.1,-5.9,1.8,76.7,14.1,1014.8,,L'Islet
2019-12-01,-5.3,-9.1,-2.2,47.0,15.4,1014.9,,L'Islet
2020-01-01,-7.4,-11.3,-3.5,75.0,8.8,1017.6,,L'Islet
2020-02-01,-12.2,-14.1,-2.2,102.1,8.8,1013.9,,L'Islet
2020-03-01,-7.9,-7.7,2.6,210.0,,1019.1,,L'Islet
2020-04-01,3.0,-1.9,8.0,84.6,12.7,1010.3,,L'Islet
2020-05-01,11.0,4.6,17.3,42.3,9.6,1013.5,,L'Islet
2020-06-01,16.9,10.4,23.5,36.0,8.0,1013.4,,L'Islet
2020-07-01,20.3,15.0,25.6,117.6,6.8,1011.4,,L'Islet
2020-08-01,18.6,12.9,24.3,122.1,6.9,1011.6,,L'Islet
2020-09-01,13.6,7.5,19.1,83.0,7.2,1016.2,,L'Islet
2020-10-01,6.4,2.0,10.9,164.6,5.9,1017.7,,L'Islet
2020-11-01,2.2,-2.7,7.1,70.2,7.0,1017.0,,L'Islet
2020-12-01,-3.6,-7.4,0.2,126.7,7.7,1014.1,,L'Islet
2021-01-01,-7.0,-10.8,-3.2,23.9,7.2,1014.8,,L'Islet
2021-02-01,-8.3,-13.7,-3.0,43.7,8.4,1018.0,,L'Islet
2021-03-01,-1.9,-7.8,4.0,68.9,,1014.7,,L'Islet
2021-04-01,5.0,2.9,7.4,48.5,25.5,1011.7,,L'Islet
2021-05-01,11.2,8.7,14.3,59.8,17.3,1016.0,,L'Islet
2021-06-01,18.5,15.9,21.4,114.6,18.1,1011.3,,L'Islet
2021-07-01,19.4,17.2,21.9,75.1,16.6,1013.5,,L'Islet
2021-08-01,21.8,19.7,24.4,30.8,15.1,1015.0,,L'Islet
2021-09-01,16.9,14.7,19.4,90.3,16.0,1013.5,,L'Islet
2021-10-01,11.7,9.9,13.6,108.5,18.5,1015.4,,L'Islet
2021-11-01,3.2,1.3,5.2,79.3,20.0,1014.7,,L'Islet
2021-12-01,-4.1,-7.2,-0.2,81.1,20.4,1014.5,,L'Islet
2022-01-01,-11.4,-15.0,-7.5,44.6,23.7,1017.4,,L'Islet
2022-02-01,-8.1,-12.4,-4.2,121.9,21.9,1020.2,,L'Islet
2022-03-01,-3.8,-8.2,0.7,80.7,,,,L'Islet
2022-04-01,4.0,1.7,6.4,94.4,17.8,1014.2,,L'Islet
2022-05-01,12.0,5.5,18.6,80.7,8.1,1016.7,,L'Islet
2022-06-01,16.5,14.1,19.3,112.6,16.4,1011.9,,L'Islet
2022-07-01,21.0,18.4,24.0,92.9,18.7,1009.7,,L'Islet
2022-08-01,20.3,18.1,22.9,94.5,16.3,1014.2,,L'Islet
2022-09-01,16.5,13.8,19.4,46.6,16.2,1014.1,,L'Islet
2022-10-01,11.7,8.9,15.2,81.7,18.6,1016.9,,L'Islet
2022-11-01,4.0,1.2,6.5,111.8,22.2,1016.0,,L'Islet
2022-12-01,-1.4,-3.9,1.1,118.7,23.5,1019.0,,L'Islet
2023-01-01,-4.7,-7.1,-2.6,99.1,22.3,1016.1,,L'Islet
2023-02-01,-7.2,-10.7,-3.9,69.9,22.1,1015.7,,L'Islet
2023-03-01,-2.0,-6.4,2.4,36.9,,,,L'Islet
2023-04-01,5.6,2.1,9.6,104.8,20.8,1016.2,,L'Islet
2023-05-01,12.6,8.4,17.3,64.7,20.1,1014.7,,L'Islet
2023-06-01,17.0,13.9,20.6,102.5,21.6,1012.1,,L'Islet
2023-07-01,22.1,19.1,25.5,132.9,14.1,1011.0,,L'Islet
2023-08-01,19.5,16.8,22.5,171.1,12.9,1011.0,,L'Islet
2023-09-01,18.3,15.6,21.4,93.8,14.8,1017.6,,L'Islet
2023-10-01,13.2,10.6,15.9,113.6,15.1,1011.6,,L'Islet
2023-11-01,1.6,-0.8,4.1,54.3,18.0,1016.3,,L'Islet
2023-12-01,-1.4,-4.1,1.2,82.6,21.6,1019.0,,L'Islet
2016-01-01,-8.5,-13.4,-3.6,58.4,16.9,1013.0,,La Nouvelle-Beauce
2016-02-01,-8.1,-14.0,-2.1,135.9,18.2,,,La Nouvelle-Beauce
2016-03-01,-3.3,-8.6,2.1,117.0,,,,La Nouvelle-Beauce
2016-04-01,1.2,-5.1,7.5,40.0,14.9,,,La Nouvelle-Beauce
2016-05-01,11.7,4.7,18.7,70.0,15.3,1013.5,,La Nouvelle-Beauce
2016-06-01,16.0,9.9,22.7,80.0,13.5,,,La Nouvelle-Beauce
2016-07-01,18.7,13.0,24.4,121.0,8.7,,,La Nouvelle-Beauce
2016-08-01,18.6,12.6,24.6,181.0,12.5,,,La Nouvelle-Beauce
2016-09-01,14.0,7.4,21.3,,12.2,,,La Nouvelle-Beauce
2016-10-01,8.0,3.5,12.5,168.7,12.7,1018.3,,La Nouvelle-Beauce
2016-11-01,2.6,-0.4,5.5,105.0,,,,La Nouvelle-Beauce
2016-12-01,-7.1,-11.1,-3.1,112.0,5.7,1014.5,,La Nouvelle-Beauce
2017-01-01,-7.7,-12.0,-3.4,93.8,16.5,,,La Nouvelle-Beauce
2017-02-01,-7.2,-12.9,-1.6,84.1,16.2,1012.0,,La Nouvelle-Beauce
2017-03-01,-6.5,-11.4,-1.5,114.5,,,,La Nouvelle-Beauce
2017-04-01,5.1,0.4,9.8,125.8,15.6,1017.1,,La Nouvelle-Beauce
2017-05-01,11.3,6.0,16.5,102.1,14.9,1012.3,,La Nouvelle-Beauce
2017-06-01,17.4,11.8,22.8,78.0,,,,La Nouvelle-Beauce
2017-07-01,19.1,13.7,24.4,123.4,12.5,1013.2,,La Nouvelle-Beauce
2017-08-01,18.0,12.3,23.6,113.8,,,,La Nouvelle-Beauce
2017-09-01,16.3,10.2,22.4,67.0,11.9,,,La Nouvelle-Beauce
2017-10-01,11.4,6.0,16.8,215.6,6.9,,,La Nouvelle-Beauce
2017-11-01,-0.6,-4.7,3.5,75.0,,,,La Nouvelle-Beauce
2017-12-01,-11.2,-14.7,-7.5,106.1,16.9,1015.8,,La Nouvelle-Beauce
2018-01-01,-11.7,-16.7,-6.6,106.1,16.3,1018.2,,La Nouvelle-Beauce
2018-02-01,-6.4,-11.9,-0.9,99.6,,,,La Nouvelle-Beauce
2018-03-01,-2.8,-6.5,1.4,40.6,,,,La Nouvelle-Beauce
2018-04-01,1.4,-2.8,6.2,134.2,,,,La Nouvelle-Beauce
2018-05-01,11.9,5.3,19.8,60.1,13.1,,,La Nouvelle-Beauce
2018-06-01,14.9,10.0,21.9,73.0,14.0,,,La Nouvelle-Beauce
2018-07-01,20.4,15.7,27.7,129.4,,,,La Nouvelle-Beauce
2018-08-01,19.7,15.6,26.4,112.5,9.1,1014.9,,La Nouvelle-Beauce
2018-09-01,14.0,9.4,20.4,99.1,10.3,1021.5,,La Nouvelle-Beauce
2018-10-01,4.8,1.2,8.5,102.4,15.7,1015.6,,La Nouvelle-Beauce
2018-11-01,-2.9,-5.8,-0.1,118.0,18.8,1016.3,,La Nouvelle-Beauce
2018-12-01,-7.8,-12.2,-3.3,100.5,5.8,1016.8,,La Nouvelle-Beauce
2019-01-01,-12.8,-18.0,-7.7,127.0,16.7,1016.3,,La Nouvelle-Beauce
2019-02-01,-11.3,-16.5,-5.2,65.1,19.4,1018.6,,La Nouvelle-Beauce
2019-03-01,-5.4,-10.0,1.2,57.1,,,,La Nouvelle-Beauce
2019-04-01,2.7,-1.2,6.9,154.5,19.0,1015.0,,La Nouvelle-Beauce
2019-05-01,8.8,2.7,14.9,88.5,13.1,1014.8,,La Nouvelle-Beauce
2019-06-01,15.3,9.9,21.9,126.7,6.5,1011.6,,La Nouvelle-Beauce
2019-07-01,19.9,15.1,27.2,65.9,5.4,1012.8,,La Nouvelle-Beauce
2019-08-01,17.4,12.8,23.9,113.3,5.3,1013.6,,La Nouvelle-Beauce
2019-09-01,13.2,7.9,17.6,142.8,11.1,1018.3,,La Nouvelle-Beauce
2019-10-01,7.2,2.9,12.0,143.9,12.9,1018.6,,La Nouvelle-Beauce
2019-11-01,-3.3,-5.8,0.7,105.8,14.1,1016.3,,La Nouvelle-Beauce
2019-12-01,-6.3,-10.4,-2.2,46.1,15.4,1016.5,,La Nouvelle-Beauce
2020-01-01,-7.7,-11.6,-4.1,74.0,9.5,1018.3,,La Nouvelle-Beauce
2020-02-01,-8.6,-14.2,-3.0,63.6,6.4,1014.3,,La Nouvelle-Beauce
2020-03-01,-2.5,-7.1,2.8,92.5,,,,La Nouvelle-Beauce
2020-04-01,2.8,-2.1,7.6,61.5,8.9,1010.2,,La Nouvelle-Beauce
2020-05-01,10.8,5.2,17.5,66.2,7.3,1013.9,,La Nouvelle-Beauce
2020-06-01,17.0,11.2,24.3,37.0,6.3,1013.6,,La Nouvelle-Beauce
2020-07-01,21.9,15.7,27.0,142.0,8.1,1011.5,,La Nouvelle-Beauce
2020-08-01,17.5,13.5,23.5,90.7,5.4,1012.4,,La Nouvelle-Beauce
2020-09-01,12.6,8.0,18.7,55.6,5.7,1017.3,,La Nouvelle-Beauce
2020-10-01,6.4,2.8,11.2,143.6,6.2,1017.8,,La Nouvelle-Beauce
2020-11-01,2.0,-1.6,7.0,63.3,6.3,1017.2,,La Nouvelle-Beauce
2020-12-01,-4.1,-7.4,-0.5,69.6,6.4,1014.2,,La Nouvelle-Beauce
2021-01-01,-8.4,-11.0,-4.6,27.0,4.6,1014.9,,La Nouvelle-Beauce
2021-02-01,-9.4,-14.2,-4.1,92.1,5.6,1018.1,,La Nouvelle-Beauce
2021-03-01,-2.3,-7.4,4.0,60.8,,,,La Nouvelle-Beauce
2021-04-01,5.8,0.4,11.0,68.1,6.9,1010.8,,La Nouvelle-Beauce
2021-05-01,11.0,5.8,17.8,74.7,6.1,1015.8,,La Nouvelle-Beauce
2021-06-01,18.1,13.3,24.1,97.1,5.0,1011.8,,La Nouvelle-Beauce
2021-07-01,17.4,13.1,23.4,97.9,5.2,1014.0,,La Nouvelle-Beauce
2021-08-01,21.1,16.1,26.8,115.5,10.5,1015.7,,La Nouvelle-Beauce
2021-09-01,15.4,10.2,20.5,140.1,11.4,1013.9,,La Nouvelle-Beauce
2021-10-01,9.9,5.1,14.6,62.6,10.8,1015.4,,La Nouvelle-Beauce
2021-11-01,0.6,-2.9,3.9,95.4,12.9,1015.5,,La Nouvelle-Beauce
2021-12-01,-5.9,-10.8,-2.0,90.1,13.4,1015.0,,La Nouvelle-Beauce
2022-01-01,-14.1,-21.0,-9.5,65.5,12.2,1018.0,,La Nouvelle-Beauce
2022-02-01,-9.1,-14.8,-3.9,66.9,14.4,1020.3,,La Nouvelle-Beauce
2022-03-01,-3.1,-7.5,0.9,150.0,,,,La Nouvelle-Beauce
2022-04-01,3.6,-0.4,9.1,86.0,14.0,1014.2,,La Nouvelle-Beauce
2022-05-01,12.5,6.0,20.0,123.3,10.9,1016.7,,La Nouvelle-Beauce
2022-06-01,16.0,11.3,22.5,146.6,11.3,1012.1,,La Nouvelle-Beauce
2022-07-01,19.5,14.8,25.7,102.5,12.9,1010.7,,La Nouvelle-Beauce
2022-08-01,18.9,14.6,24.5,152.4,10.0,1014.5,,La Nouvelle-Beauce
2022-09-01,14.1,9.2,19.2,72.7,11.3,1014.5,,La Nouvelle-Beauce
2022-10-01,9.4,4.7,14.8,73.2,11.3,1017.4,,La Nouvelle-Beauce
2022-11-01,1.8,-2.3,5.5,114.1,13.6,1016.6,,La Nouvelle-Beauce
2022-12-01,-3.0,-6.2,0.3,105.8,14.7,1018.9,,La Nouvelle-Beauce
2023-01-01,-6.6,-10.5,-3.6,92.7,13.5,1016.1,,La Nouvelle-Beauce
2023-02-01,-8.9,-14.2,-4.1,80.6,15.6,1016.0,,La Nouvelle-Beauce
2023-03-01,-2.5,-7.4,2.4,51.9,,,,La Nouvelle-Beauce
2023-04-01,4.8,0.2,10.3,101.5,16.2,1016.0,,La Nouvelle-Beauce
2023-05-01,11.2,5.5,17.0,86.6,15.6,1014.9,,La Nouvelle-Beauce
2023-06-01,16.1,11.7,20.6,114.8,13.1,1011.8,,La Nouvelle-Beauce
2023-07-01,20.6,16.9,24.9,291.4,11.1,1011.4,,La Nouvelle-Beauce
2023-08-01,17.2,13.5,21.5,268.1,12.7,1011.5,,La Nouvelle-Beauce
2023-09-01,16.4,12.3,20.8,103.5,10.9,1018.0,,La Nouvelle-Beauce
2023-10-01,11.1,7.7,14.8,106.1,13.3,1011.9,,La Nouvelle-Beauce
2023-11-01,-0.8,-4.2,2.8,63.8,14.5,1017.0,,La Nouvelle-Beauce
2023-12-01,-3.3,-7.0,0.4,84.3,13.5,1019.1,,La Nouvelle-Beauce
2016-01-01,-7.9,-11.7,-4.0,70.4,16.9,1013.0,,Les Appalaches
2016-02-01,-8.1,-12.7,-3.4,148.4,18.2,,,Les Appalaches
2016-03-01,-2.4,-6.8,2.1,143.4,,,,Les Appalaches
2016-04-01,1.7,-3.4,6.8,59.0,14.9,,,Les Appalaches
2016-05-01,12.0,6.5,17.6,88.6,15.3,1013.5,,Les Appalaches
2016-06-01,17.3,9.2,21.4,123.4,7.1,,,Les Appalaches
2016-07-01,18.9,14.2,23.6,121.6,10.2,1012.7,,Les Appalaches
2016-08-01,19.4,12.6,25.8,77.1,12.5,,,Les Appalaches
2016-09-01,15.6,7.5,21.2,40.1,12.2,,,Les Appalaches
2016-10-01,6.8,2.4,11.1,189.0,12.7,1018.3,,Les Appalaches
2016-11-01,1.4,-1.7,4.5,91.3,,,,Les Appalaches
