MRC,SECTOR,month_rmse,month_mape
La Mitis,AGRICOLE,72716.66041361706,0.036916204252802606
Administration régionale Kativik,INSTITUTIONNEL,65548.12817618434,0.04961402463499348
Pontiac,INSTITUTIONNEL,62876.78924067189,0.04816680151284411
Pontiac,RÉSIDENTIEL,1981591.0032653534,0.11622525728964411
Administration régionale Kativik,COMMERCIAL,186249.49152460488,0.05450846486468542
Lac-Saint-Jean-Est,RÉSIDENTIEL,3711949.547876204,0.1018948062358267
Les Collines-de-l'Outaouais,INSTITUTIONNEL,102408.43365760162,0.09866698852486992
Les Collines-de-l'Outaouais,RÉSIDENTIEL,6758801.130998519,0.12945396892376607
Le Fjord-du-Saguenay,COMMERCIAL,336275.14510404307,0.07630230487402495
Le Fjord-du-Saguenay,INDUSTRIEL,94978.258571959,0.21756539405921294
Vaudreuil-Soulanges,RÉSIDENTIEL,14288973.135433605,0.10279150027521329
Vaudreuil-Soulanges,INSTITUTIONNEL,507949.86961283424,0.04500115129888654
Vaudreuil-Soulanges,INDUSTRIEL,898040.0239724714,0.08003362305004798
Administration régionale Kativik,RÉSIDENTIEL,546785.4359490649,0.14245850549517844
Vaudreuil-Soulanges,COMMERCIAL,2821702.783936147,0.06972599573782877
Le Fjord-du-Saguenay,RÉSIDENTIEL,2381301.893910153,0.110151995419409
La Vallée-de-la-Gatineau,INDUSTRIEL,354928.97950587736,0.1634653110239737
La Vallée-de-la-Gatineau,COMMERCIAL,436781.3175320685,0.0670229265766459
Le Fjord-du-Saguenay,AGRICOLE,59930.122425836475,0.07013261255234927
La Vallée-de-la-Gatineau,AGRICOLE,60653.20914802006,0.06520091887184136
Vaudreuil-Soulanges,AGRICOLE,368828.1077723543,0.0785679885051974
Papineau,AGRICOLE,239347.74759135532,0.1683159483798228
Papineau,COMMERCIAL,868374.7377171746,0.12641247229043703
Papineau,INDUSTRIEL,1348425.895572425,0.25856640764309197
Papineau,RÉSIDENTIEL,3554476.109403748,0.13547617531375292
Papineau,INSTITUTIONNEL,130610.4806736671,0.08466975616851967
Le Fjord-du-Saguenay,INSTITUTIONNEL,137782.40301150936,0.09648902992955304
Abitibi,RÉSIDENTIEL,1991196.4443562906,0.11489273698419405
Lac-Saint-Jean-Est,INSTITUTIONNEL,2159266.747667301,0.1329159080910162
Le Domaine-du-Roy,INSTITUTIONNEL,136184.44067086658,0.032854058797371764
Maria-Chapdelaine,AGRICOLE,111650.37412557004,0.03616107382157005
Les Collines-de-l'Outaouais,INDUSTRIEL,92514.44735217607,0.3200714731404474
Lac-Saint-Jean-Est,COMMERCIAL,572745.9680403053,0.06564553536566674
Le Domaine-du-Roy,COMMERCIAL,3337202.633068282,0.1841416917830346
Le Domaine-du-Roy,INDUSTRIEL,2587626.909545525,0.06886409619807192
Le Domaine-du-Roy,RÉSIDENTIEL,2309891.8688677386,0.09724814212151205
Lac-Saint-Jean-Est,AGRICOLE,192089.36664150265,0.06320968490497421
Le Domaine-du-Roy,AGRICOLE,94997.83137263084,0.08112863924709306
Pontiac,AGRICOLE,105241.77429386173,0.1262744336270319
Lac-Saint-Jean-Est,INDUSTRIEL,16187978.590797603,0.5666857619832277
Les Collines-de-l'Outaouais,COMMERCIAL,772072.8895368262,0.1051023175873635
Abitibi,INSTITUTIONNEL,914470.0471816871,0.08208103964070695
Les Collines-de-l'Outaouais,AGRICOLE,88354.26098829196,0.10486510355966298
Abitibi,COMMERCIAL,776750.7173786401,0.1248819278189614
Pontiac,COMMERCIAL,198185.87998352086,0.04913835569652896
Pontiac,INDUSTRIEL,24066.612562761034,0.15438871917949312
La Vallée-de-la-Gatineau,RÉSIDENTIEL,3038597.236096162,0.11519266390070065
Maria-Chapdelaine,COMMERCIAL,920139.714057428,0.10402983748369077
Maria-Chapdelaine,INDUSTRIEL,2475744.8674515095,0.03675112339668899
Maria-Chapdelaine,INSTITUTIONNEL,206037.66118917905,0.06016557302720151
Maria-Chapdelaine,RÉSIDENTIEL,1929399.5869067672,0.0994511307079111
La Vallée-de-la-Gatineau,INSTITUTIONNEL,103886.10357518234,0.07067161780385013
Abitibi,INDUSTRIEL,8634963.291900927,0.426574357675934
