mrc,sector,date,total_kwh,tavg,sector_mrc
La Côte-de-Beaupré,INSTITUTIONNEL,2018-04-01,1948165.0,-2.1,INSTITUTIONNELLa Côte-de-Beaupré
La Côte-de-Gaspé,AGRICOLE,2018-04-01,134641.0,-2.1,AGRICOLELa Côte-de-Gaspé
La Côte-de-Beaupré,RÉSIDENTIEL,2018-04-01,26753623.0,-2.1,RÉSIDENTIELLa Côte-de-Beaupré
La Côte-de-Gaspé,COMMERCIAL,2018-04-01,6296585.0,-2.1,COMMERCIALLa Côte-de-Gaspé
La Côte-de-Gaspé,INSTITUTIONNEL,2018-04-01,3372561.0,-2.1,INSTITUTIONNELLa Côte-de-Gaspé
Bellechasse,AGRICOLE,2018-04-01,7346805.0,-2.1,AGRICOLEBellechasse
Pontiac,INSTITUTIONNEL,2018-04-01,1184542.0,-2.1,INSTITUTIONNELPontiac
La Rivière-du-Nord,RÉSIDENTIEL,2018-04-01,108646576.0,-2.1,RÉSIDENTIELLa Rivière-du-Nord
Le Rocher-Percé,COMMERCIAL,2018-04-01,4581739.0,-2.1,COMMERCIALLe Rocher-Percé
Le Rocher-Percé,AGRICOLE,2018-04-01,246413.0,-2.1,AGRICOLELe Rocher-Percé
La Haute-Gaspésie,RÉSIDENTIEL,2018-04-01,9723676.0,-2.1,RÉSIDENTIELLa Haute-Gaspésie
Les Pays-d'en-Haut,AGRICOLE,2018-04-01,87251.0,-2.1,AGRICOLELes Pays-d'en-Haut
Les Pays-d'en-Haut,COMMERCIAL,2018-04-01,10144290.0,-2.1,COMMERCIALLes Pays-d'en-Haut
Les Pays-d'en-Haut,INDUSTRIEL,2018-04-01,159300.0,-2.1,INDUSTRIELLes Pays-d'en-Haut
Les Pays-d'en-Haut,INSTITUTIONNEL,2018-04-01,1791588.0,-2.1,INSTITUTIONNELLes Pays-d'en-Haut
Les Pays-d'en-Haut,RÉSIDENTIEL,2018-04-01,65938312.0,-2.1,RÉSIDENTIELLes Pays-d'en-Haut
L'Île-d'Orléans,RÉSIDENTIEL,2018-04-01,7303709.0,-2.1,RÉSIDENTIELL'Île-d'Orléans
L'Île-d'Orléans,INSTITUTIONNEL,2018-04-01,182723.0,-2.1,INSTITUTIONNELL'Île-d'Orléans
L'Île-d'Orléans,INDUSTRIEL,2018-04-01,50846.0,-2.1,INDUSTRIELL'Île-d'Orléans
L'Île-d'Orléans,COMMERCIAL,2018-04-01,856320.0,-2.1,COMMERCIALL'Île-d'Orléans
L'Île-d'Orléans,AGRICOLE,2018-04-01,708653.0,-2.1,AGRICOLEL'Île-d'Orléans
Les Laurentides,RÉSIDENTIEL,2018-04-01,68942202.0,-2.1,RÉSIDENTIELLes Laurentides
La Haute-Gaspésie,INSTITUTIONNEL,2018-04-01,1271983.0,-2.1,INSTITUTIONNELLa Haute-Gaspésie
Papineau,RÉSIDENTIEL,2018-04-01,25962870.0,-2.1,RÉSIDENTIELPapineau
La Haute-Gaspésie,COMMERCIAL,2018-04-01,3913094.0,-2.1,COMMERCIALLa Haute-Gaspésie
Les Etchemins,AGRICOLE,2018-04-01,1552793.0,-2.1,AGRICOLELes Etchemins
Les Etchemins,COMMERCIAL,2018-04-01,3265866.0,-2.1,COMMERCIALLes Etchemins
Maria-Chapdelaine,AGRICOLE,2018-04-01,2484287.0,-2.1,AGRICOLEMaria-Chapdelaine
Les Etchemins,INDUSTRIEL,2018-04-01,2727505.0,-2.1,INDUSTRIELLes Etchemins
Les Etchemins,INSTITUTIONNEL,2018-04-01,1234853.0,-2.1,INSTITUTIONNELLes Etchemins
Maria-Chapdelaine,COMMERCIAL,2018-04-01,6106532.0,-2.1,COMMERCIALMaria-Chapdelaine
Papineau,INSTITUTIONNEL,2018-04-01,1638675.0,-2.1,INSTITUTIONNELPapineau
Papineau,INDUSTRIEL,2018-04-01,36404673.20714286,-2.1,INDUSTRIELPapineau
Maria-Chapdelaine,INDUSTRIEL,2018-04-01,47763094.140215054,-2.1,INDUSTRIELMaria-Chapdelaine
Maria-Chapdelaine,INSTITUTIONNEL,2018-04-01,3256448.0,-2.1,INSTITUTIONNELMaria-Chapdelaine
Maria-Chapdelaine,RÉSIDENTIEL,2018-04-01,18394100.0,-2.1,RÉSIDENTIELMaria-Chapdelaine
La Haute-Gaspésie,INDUSTRIEL,2018-04-01,723996.0,-2.1,INDUSTRIELLa Haute-Gaspésie
La Rivière-du-Nord,INSTITUTIONNEL,2018-04-01,7513545.0,-2.1,INSTITUTIONNELLa Rivière-du-Nord
Les Laurentides,INSTITUTIONNEL,2018-04-01,3864134.0,-2.1,INSTITUTIONNELLes Laurentides
Les Laurentides,COMMERCIAL,2018-04-01,16463493.0,-2.1,COMMERCIALLes Laurentides
Le Haut-Saint-François,RÉSIDENTIEL,2018-04-01,15636789.0,-2.1,RÉSIDENTIELLe Haut-Saint-François
Le Haut-Saint-François,INSTITUTIONNEL,2018-04-01,1625042.0,-2.1,INSTITUTIONNELLe Haut-Saint-François
Le Haut-Saint-François,INDUSTRIEL,2018-04-01,9573565.941666666,-2.1,INDUSTRIELLe Haut-Saint-François
Le Haut-Saint-François,COMMERCIAL,2018-04-01,3113050.0,-2.1,COMMERCIALLe Haut-Saint-François
Le Haut-Saint-François,AGRICOLE,2018-04-01,2501041.0,-2.1,AGRICOLELe Haut-Saint-François
Le Fjord-du-Saguenay,AGRICOLE,2018-04-01,514520.0,-2.1,AGRICOLELe Fjord-du-Saguenay
Le Fjord-du-Saguenay,COMMERCIAL,2018-04-01,3522411.0,-2.1,COMMERCIALLe Fjord-du-Saguenay
Le Fjord-du-Saguenay,INDUSTRIEL,2018-04-01,456321.0,-2.1,INDUSTRIELLe Fjord-du-Saguenay
Le Fjord-du-Saguenay,INSTITUTIONNEL,2018-04-01,1439124.0,-2.1,INSTITUTIONNELLe Fjord-du-Saguenay
Le Fjord-du-Saguenay,RÉSIDENTIEL,2018-04-01,19705430.0,-2.1,RÉSIDENTIELLe Fjord-du-Saguenay
Arthabaska,AGRICOLE,2018-04-01,6772854.0,-2.1,AGRICOLEArthabaska
Arthabaska,COMMERCIAL,2018-04-01,18420987.2,-2.1,COMMERCIALArthabaska
Arthabaska,INDUSTRIEL,2018-04-01,30655595.975811563,-2.1,INDUSTRIELArthabaska
Les Laurentides,INDUSTRIEL,2018-04-01,1464338.0,-2.1,INDUSTRIELLes Laurentides
Arthabaska,INSTITUTIONNEL,2018-04-01,4613663.0,-2.1,INSTITUTIONNELArthabaska
Le Rocher-Percé,RÉSIDENTIEL,2018-04-01,16032997.0,-2.1,RÉSIDENTIELLe Rocher-Percé
Le Rocher-Percé,INSTITUTIONNEL,2018-04-01,2206476.0,-2.1,INSTITUTIONNELLe Rocher-Percé
Le Rocher-Percé,INDUSTRIEL,2018-04-01,18201122.2,-2.1,INDUSTRIELLe Rocher-Percé
Abitibi,AGRICOLE,2018-04-01,532243.0,-2.1,AGRICOLEAbitibi
Abitibi,COMMERCIAL,2018-04-01,8448515.0,-2.1,COMMERCIALAbitibi
Abitibi,INDUSTRIEL,2018-04-01,67237987.0,-2.1,INDUSTRIELAbitibi
Abitibi,INSTITUTIONNEL,2018-04-01,10646867.83870968,-2.1,INSTITUTIONNELAbitibi
Abitibi,RÉSIDENTIEL,2018-04-01,16335733.0,-2.1,RÉSIDENTIELAbitibi
Pontiac,RÉSIDENTIEL,2018-04-01,13106605.0,-2.1,RÉSIDENTIELPontiac
Pontiac,INDUSTRIEL,2018-04-01,203029.0,-2.1,INDUSTRIELPontiac
Pontiac,COMMERCIAL,2018-04-01,2443729.0,-2.1,COMMERCIALPontiac
Pontiac,AGRICOLE,2018-04-01,812345.0,-2.1,AGRICOLEPontiac
Les Laurentides,AGRICOLE,2018-04-01,663457.0,-2.1,AGRICOLELes Laurentides
Arthabaska,RÉSIDENTIEL,2018-04-01,52939393.0,-2.1,RÉSIDENTIELArthabaska
Deux-Montagnes,INDUSTRIEL,2018-04-01,5860203.0,-2.1,INDUSTRIELDeux-Montagnes
Les Moulins,RÉSIDENTIEL,2018-04-01,114597942.0,-2.1,RÉSIDENTIELLes Moulins
Deux-Montagnes,AGRICOLE,2018-04-01,1949488.0,-2.1,AGRICOLEDeux-Montagnes
Bonaventure,INSTITUTIONNEL,2018-04-01,2086697.0,-2.1,INSTITUTIONNELBonaventure
Témiscamingue,COMMERCIAL,2018-04-01,4378973.0,-2.1,COMMERCIALTémiscamingue
Témiscamingue,INDUSTRIEL,2018-04-01,86260266.60963403,-2.1,INDUSTRIELTémiscamingue
Témiscamingue,INSTITUTIONNEL,2018-04-01,2200989.0,-2.1,INSTITUTIONNELTémiscamingue
Témiscamingue,RÉSIDENTIEL,2018-04-01,13418901.0,-2.1,RÉSIDENTIELTémiscamingue
Memphrémagog,RÉSIDENTIEL,2018-04-01,41594589.0,-2.1,RÉSIDENTIELMemphrémagog
Memphrémagog,INSTITUTIONNEL,2018-04-01,31446455.0,-2.1,INSTITUTIONNELMemphrémagog
Memphrémagog,INDUSTRIEL,2018-04-01,77794100.0,-2.1,INDUSTRIELMemphrémagog
Memphrémagog,COMMERCIAL,2018-04-01,6416388.0,-2.1,COMMERCIALMemphrémagog
Memphrémagog,AGRICOLE,2018-04-01,1120576.0,-2.1,AGRICOLEMemphrémagog
Bonaventure,RÉSIDENTIEL,2018-04-01,14116143.0,-2.1,RÉSIDENTIELBonaventure
Bécancour,RÉSIDENTIEL,2018-04-01,14826131.0,-2.1,RÉSIDENTIELBécancour
Bécancour,INSTITUTIONNEL,2018-04-01,4882668.716666667,-2.1,INSTITUTIONNELBécancour
Bécancour,INDUSTRIEL,2018-04-01,273571600.4598564,-2.1,INDUSTRIELBécancour
Bécancour,COMMERCIAL,2018-04-01,4776045.0,-2.1,COMMERCIALBécancour
Bécancour,AGRICOLE,2018-04-01,2877989.0,-2.1,AGRICOLEBécancour
La Matanie,INDUSTRIEL,2018-04-01,44319583.0,-2.1,INDUSTRIELLa Matanie
La Matanie,COMMERCIAL,2018-04-01,6024200.0,-2.1,COMMERCIALLa Matanie
La Matanie,AGRICOLE,2018-04-01,533737.0,-2.1,AGRICOLELa Matanie
La Mitis,AGRICOLE,2018-04-01,1565842.0,-2.1,AGRICOLELa Mitis
La Mitis,COMMERCIAL,2018-04-01,3729417.0,-2.1,COMMERCIALLa Mitis
La Mitis,INDUSTRIEL,2018-04-01,7856983.6,-2.1,INDUSTRIELLa Mitis
La Mitis,INSTITUTIONNEL,2018-04-01,2426130.0,-2.1,INSTITUTIONNELLa Mitis
La Mitis,RÉSIDENTIEL,2018-04-01,13885916.0,-2.1,RÉSIDENTIELLa Mitis
La Jacques-Cartier,RÉSIDENTIEL,2018-04-01,39772905.0,-2.1,RÉSIDENTIELLa Jacques-Cartier
La Jacques-Cartier,INSTITUTIONNEL,2018-04-01,7095064.2,-2.1,INSTITUTIONNELLa Jacques-Cartier
La Jacques-Cartier,INDUSTRIEL,2018-04-01,252436.0,-2.1,INDUSTRIELLa Jacques-Cartier
La Jacques-Cartier,COMMERCIAL,2018-04-01,6361286.0,-2.1,COMMERCIALLa Jacques-Cartier
La Jacques-Cartier,AGRICOLE,2018-04-01,438317.0,-2.1,AGRICOLELa Jacques-Cartier
Bonaventure,INDUSTRIEL,2018-04-01,917224.0,-2.1,INDUSTRIELBonaventure
Portneuf,AGRICOLE,2018-04-01,3306958.0,-2.1,AGRICOLEPortneuf
Bonaventure,COMMERCIAL,2018-04-01,4648683.0,-2.1,COMMERCIALBonaventure
Témiscamingue,AGRICOLE,2018-04-01,1225698.0,-2.1,AGRICOLETémiscamingue
Les Moulins,INSTITUTIONNEL,2018-04-01,9306660.0,-2.1,INSTITUTIONNELLes Moulins
Les Moulins,INDUSTRIEL,2018-04-01,10686397.1,-2.1,INDUSTRIELLes Moulins
Les Moulins,COMMERCIAL,2018-04-01,34812740.8,-2.1,COMMERCIALLes Moulins
Les Moulins,AGRICOLE,2018-04-01,374984.0,-2.1,AGRICOLELes Moulins
Matawinie,AGRICOLE,2018-04-01,1941289.0,-2.1,AGRICOLEMatawinie
Matawinie,COMMERCIAL,2018-04-01,11679174.0,-2.1,COMMERCIALMatawinie
Matawinie,INDUSTRIEL,2018-04-01,2415558.0,-2.1,INDUSTRIELMatawinie
Matawinie,INSTITUTIONNEL,2018-04-01,2180371.0,-2.1,INSTITUTIONNELMatawinie
Matawinie,RÉSIDENTIEL,2018-04-01,65273556.0,-2.1,RÉSIDENTIELMatawinie
La Nouvelle-Beauce,AGRICOLE,2018-04-01,6305942.0,-2.1,AGRICOLELa Nouvelle-Beauce
La Nouvelle-Beauce,COMMERCIAL,2018-04-01,8982476.0,-2.1,COMMERCIALLa Nouvelle-Beauce
La Nouvelle-Beauce,INDUSTRIEL,2018-04-01,11272784.074285716,-2.1,INDUSTRIELLa Nouvelle-Beauce
La Nouvelle-Beauce,INSTITUTIONNEL,2018-04-01,2351424.0,-2.1,INSTITUTIONNELLa Nouvelle-Beauce
La Nouvelle-Beauce,RÉSIDENTIEL,2018-04-01,26748352.0,-2.1,RÉSIDENTIELLa Nouvelle-Beauce
La Matapédia,COMMERCIAL,2018-04-01,4245282.0,-2.1,COMMERCIALLa Matapédia
La Matapédia,AGRICOLE,2018-04-01,1105158.0,-2.1,AGRICOLELa Matapédia
Avignon,RÉSIDENTIEL,2018-04-01,10134765.0,-2.1,RÉSIDENTIELAvignon
Avignon,INSTITUTIONNEL,2018-04-01,1280269.0,-2.1,INSTITUTIONNELAvignon
Avignon,INDUSTRIEL,2018-04-01,1812098.0,-2.1,INDUSTRIELAvignon
Avignon,COMMERCIAL,2018-04-01,3495631.0,-2.1,COMMERCIALAvignon
Avignon,AGRICOLE,2018-04-01,310690.0,-2.1,AGRICOLEAvignon
Montcalm,AGRICOLE,2018-04-01,3371440.0,-2.1,AGRICOLEMontcalm
Montcalm,COMMERCIAL,2018-04-01,6780687.0,-2.1,COMMERCIALMontcalm
Montcalm,INDUSTRIEL,2018-04-01,5990861.9,-2.1,INDUSTRIELMontcalm
Montcalm,INSTITUTIONNEL,2018-04-01,1779445.0,-2.1,INSTITUTIONNELMontcalm
Montcalm,RÉSIDENTIEL,2018-04-01,45882949.0,-2.1,RÉSIDENTIELMontcalm
La Matapédia,INDUSTRIEL,2018-04-01,10181959.0,-2.1,INDUSTRIELLa Matapédia
La Matapédia,INSTITUTIONNEL,2018-04-01,1742715.0,-2.1,INSTITUTIONNELLa Matapédia
La Matapédia,RÉSIDENTIEL,2018-04-01,12446193.0,-2.1,RÉSIDENTIELLa Matapédia
Bonaventure,AGRICOLE,2018-04-01,305733.0,-2.1,AGRICOLEBonaventure
Portneuf,COMMERCIAL,2018-04-01,9943272.0,-2.1,COMMERCIALPortneuf
Antoine-Labelle,AGRICOLE,2018-04-01,1220918.0,-2.1,AGRICOLEAntoine-Labelle
Antoine-Labelle,COMMERCIAL,2018-04-01,9329667.0,-2.1,COMMERCIALAntoine-Labelle
Joliette,RÉSIDENTIEL,2018-04-01,40074837.0,-2.1,RÉSIDENTIELJoliette
La Vallée-de-l'Or,COMMERCIAL,2018-04-01,17275008.0,-2.1,COMMERCIALLa Vallée-de-l'Or
La Vallée-de-l'Or,AGRICOLE,2018-04-01,274419.0,-2.1,AGRICOLELa Vallée-de-l'Or
Lac-Saint-Jean-Est,RÉSIDENTIEL,2018-04-01,33779106.0,-2.1,RÉSIDENTIELLac-Saint-Jean-Est
Lac-Saint-Jean-Est,INSTITUTIONNEL,2018-04-01,17174310.38,-2.1,INSTITUTIONNELLac-Saint-Jean-Est
Lac-Saint-Jean-Est,INDUSTRIEL,2018-04-01,30532206.648571428,-2.1,INDUSTRIELLac-Saint-Jean-Est
Lac-Saint-Jean-Est,COMMERCIAL,2018-04-01,8133841.0,-2.1,COMMERCIALLac-Saint-Jean-Est
Lac-Saint-Jean-Est,AGRICOLE,2018-04-01,2318288.0,-2.1,AGRICOLELac-Saint-Jean-Est
Joliette,INSTITUTIONNEL,2018-04-01,29697668.4,-2.1,INSTITUTIONNELJoliette
Les Sources,RÉSIDENTIEL,2018-04-01,11870964.0,-2.1,RÉSIDENTIELLes Sources
Les Sources,INSTITUTIONNEL,2018-04-01,1293019.0,-2.1,INSTITUTIONNELLes Sources
Les Sources,INDUSTRIEL,2018-04-01,462686.0,-2.1,INDUSTRIELLes Sources
Les Sources,COMMERCIAL,2018-04-01,3361201.0,-2.1,COMMERCIALLes Sources
Les Sources,AGRICOLE,2018-04-01,2671447.0,-2.1,AGRICOLELes Sources
L'Islet,RÉSIDENTIEL,2018-04-01,12639261.0,-2.1,RÉSIDENTIELL'Islet
L'Islet,INSTITUTIONNEL,2018-04-01,1332418.0,-2.1,INSTITUTIONNELL'Islet
L'Islet,INDUSTRIEL,2018-04-01,9176610.631428571,-2.1,INDUSTRIELL'Islet
L'Islet,COMMERCIAL,2018-04-01,3464062.0,-2.1,COMMERCIALL'Islet
L'Islet,AGRICOLE,2018-04-01,3590308.0,-2.1,AGRICOLEL'Islet
Joliette,INDUSTRIEL,2018-04-01,38921180.928571425,-2.1,INDUSTRIELJoliette
Joliette,COMMERCIAL,2018-04-01,10373840.0,-2.1,COMMERCIALJoliette
La Matanie,INSTITUTIONNEL,2018-04-01,3008498.0,-2.1,INSTITUTIONNELLa Matanie
La Matanie,RÉSIDENTIEL,2018-04-01,17530311.0,-2.1,RÉSIDENTIELLa Matanie
Joliette,AGRICOLE,2018-04-01,1677019.0,-2.1,AGRICOLEJoliette
D'Autray,RÉSIDENTIEL,2018-04-01,36272296.0,-2.1,RÉSIDENTIELD'Autray
D'Autray,INSTITUTIONNEL,2018-04-01,2245330.0,-2.1,INSTITUTIONNELD'Autray
D'Autray,INDUSTRIEL,2018-04-01,6516392.0,-2.1,INDUSTRIELD'Autray
D'Autray,COMMERCIAL,2018-04-01,7750843.0,-2.1,COMMERCIALD'Autray
D'Autray,AGRICOLE,2018-04-01,2705023.0,-2.1,AGRICOLED'Autray
La Vallée-de-l'Or,INDUSTRIEL,2018-04-01,87020719.1,-2.1,INDUSTRIELLa Vallée-de-l'Or
Argenteuil,RÉSIDENTIEL,2018-04-01,32710711.0,-2.1,RÉSIDENTIELArgenteuil
Argenteuil,INSTITUTIONNEL,2018-04-01,2072341.0,-2.1,INSTITUTIONNELArgenteuil
Argenteuil,INDUSTRIEL,2018-04-01,6019830.6,-2.1,INDUSTRIELArgenteuil
Antoine-Labelle,INDUSTRIEL,2018-04-01,7276394.9,-2.1,INDUSTRIELAntoine-Labelle
Antoine-Labelle,INSTITUTIONNEL,2018-04-01,4776698.0,-2.1,INSTITUTIONNELAntoine-Labelle
Antoine-Labelle,RÉSIDENTIEL,2018-04-01,34756406.0,-2.1,RÉSIDENTIELAntoine-Labelle
Les Appalaches,AGRICOLE,2018-04-01,4217375.0,-2.1,AGRICOLELes Appalaches
Les Appalaches,COMMERCIAL,2018-04-01,10696744.0,-2.1,COMMERCIALLes Appalaches
Les Appalaches,INDUSTRIEL,2018-04-01,6211665.0,-2.1,INDUSTRIELLes Appalaches
Les Appalaches,INSTITUTIONNEL,2018-04-01,3242065.0,-2.1,INSTITUTIONNELLes Appalaches
Les Appalaches,RÉSIDENTIEL,2018-04-01,38202549.0,-2.1,RÉSIDENTIELLes Appalaches
La Vallée-de-l'Or,RÉSIDENTIEL,2018-04-01,37037730.0,-2.1,RÉSIDENTIELLa Vallée-de-l'Or
La Vallée-de-l'Or,INSTITUTIONNEL,2018-04-01,3552568.0,-2.1,INSTITUTIONNELLa Vallée-de-l'Or
Portneuf,INDUSTRIEL,2018-04-01,342721279.6,-2.1,INDUSTRIELPortneuf
Portneuf,INSTITUTIONNEL,2018-04-01,4278470.0,-2.1,INSTITUTIONNELPortneuf
Portneuf,RÉSIDENTIEL,2018-04-01,43766722.0,-2.1,RÉSIDENTIELPortneuf
Le Domaine-du-Roy,AGRICOLE,2018-04-01,849583.0,-2.1,AGRICOLELe Domaine-du-Roy
Deux-Montagnes,COMMERCIAL,2018-04-01,20884260.7,-2.1,COMMERCIALDeux-Montagnes
Le Domaine-du-Roy,COMMERCIAL,2018-04-01,9757011.2,-2.1,COMMERCIALLe Domaine-du-Roy
Le Domaine-du-Roy,INDUSTRIEL,2018-04-01,29173509.2,-2.1,INDUSTRIELLe Domaine-du-Roy
Le Domaine-du-Roy,INSTITUTIONNEL,2018-04-01,4060129.0,-2.1,INSTITUTIONNELLe Domaine-du-Roy
Le Domaine-du-Roy,RÉSIDENTIEL,2018-04-01,23063759.0,-2.1,RÉSIDENTIELLe Domaine-du-Roy
Drummond,COMMERCIAL,2018-04-01,30205349.1,-2.1,COMMERCIALDrummond
Drummond,INDUSTRIEL,2018-04-01,26358425.671428572,-2.1,INDUSTRIELDrummond
Drummond,INSTITUTIONNEL,2018-04-01,6332780.4,-2.1,INSTITUTIONNELDrummond
Drummond,RÉSIDENTIEL,2018-04-01,76600627.0,-2.1,RÉSIDENTIELDrummond
L'Assomption,RÉSIDENTIEL,2018-04-01,88867941.0,-2.1,RÉSIDENTIELL'Assomption
L'Assomption,INSTITUTIONNEL,2018-04-01,6074150.0,-2.1,INSTITUTIONNELL'Assomption
L'Assomption,INDUSTRIEL,2018-04-01,3244126.0,-2.1,INDUSTRIELL'Assomption
L'Assomption,COMMERCIAL,2018-04-01,20991532.0,-2.1,COMMERCIALL'Assomption
L'Assomption,AGRICOLE,2018-04-01,798243.0,-2.1,AGRICOLEL'Assomption
Argenteuil,AGRICOLE,2018-04-01,1066458.0,-2.1,AGRICOLEArgenteuil
Argenteuil,COMMERCIAL,2018-04-01,6845621.0,-2.1,COMMERCIALArgenteuil
Drummond,AGRICOLE,2018-04-01,5383300.0,-2.1,AGRICOLEDrummond
Papineau,COMMERCIAL,2018-04-01,4595436.0,-2.1,COMMERCIALPapineau
Les Etchemins,RÉSIDENTIEL,2018-04-01,12874654.0,-2.1,RÉSIDENTIELLes Etchemins
L'Érable,AGRICOLE,2018-04-01,5178606.0,-2.1,AGRICOLEL'Érable
Abitibi-Ouest,RÉSIDENTIEL,2018-04-01,15960262.0,-2.1,RÉSIDENTIELAbitibi-Ouest
Le Haut-Richelieu,RÉSIDENTIEL,2018-04-01,87230485.0,-2.1,RÉSIDENTIELLe Haut-Richelieu
Le Haut-Richelieu,INSTITUTIONNEL,2018-04-01,9408112.0,-2.1,INSTITUTIONNELLe Haut-Richelieu
Le Haut-Richelieu,INDUSTRIEL,2018-04-01,14342988.0,-2.1,INDUSTRIELLe Haut-Richelieu
Le Haut-Richelieu,COMMERCIAL,2018-04-01,24663311.0,-2.1,COMMERCIALLe Haut-Richelieu
Le Haut-Richelieu,AGRICOLE,2018-04-01,3375858.0,-2.1,AGRICOLELe Haut-Richelieu
Sept-Rivières,AGRICOLE,2018-04-01,26166.0,-2.1,AGRICOLESept-Rivières
Sept-Rivières,COMMERCIAL,2018-04-01,21313308.700000003,-2.1,COMMERCIALSept-Rivières
Sept-Rivières,INDUSTRIEL,2018-04-01,736242588.8571428,-2.1,INDUSTRIELSept-Rivières
Sept-Rivières,INSTITUTIONNEL,2018-04-01,8140516.0,-2.1,INSTITUTIONNELSept-Rivières
Sept-Rivières,RÉSIDENTIEL,2018-04-01,29569120.0,-2.1,RÉSIDENTIELSept-Rivières
Papineau,AGRICOLE,2018-04-01,1166335.0,-2.1,AGRICOLEPapineau
Administration régionale Kativik,COMMERCIAL,2018-04-01,,-2.1,COMMERCIALAdministration régionale Kativik
Administration régionale Kativik,INSTITUTIONNEL,2018-04-01,,-2.1,INSTITUTIONNELAdministration régionale Kativik
Caniapiscau,COMMERCIAL,2018-04-01,2659527.0,-2.1,COMMERCIALCaniapiscau
Administration régionale Kativik,RÉSIDENTIEL,2018-04-01,,-2.1,RÉSIDENTIELAdministration régionale Kativik
Caniapiscau,INDUSTRIEL,2018-04-01,110032534.7,-2.1,INDUSTRIELCaniapiscau
Caniapiscau,RÉSIDENTIEL,2018-04-01,4627130.0,-2.1,RÉSIDENTIELCaniapiscau
Minganie,RÉSIDENTIEL,2018-04-01,5441158.0,-2.1,RÉSIDENTIELMinganie
Le Haut-Saint-Laurent,RÉSIDENTIEL,2018-04-01,19576232.0,-2.1,RÉSIDENTIELLe Haut-Saint-Laurent
Le Haut-Saint-Laurent,INSTITUTIONNEL,2018-04-01,1655793.0,-2.1,INSTITUTIONNELLe Haut-Saint-Laurent
Le Haut-Saint-Laurent,INDUSTRIEL,2018-04-01,1731830.0,-2.1,INDUSTRIELLe Haut-Saint-Laurent
Le Haut-Saint-Laurent,COMMERCIAL,2018-04-01,4476549.0,-2.1,COMMERCIALLe Haut-Saint-Laurent
Le Haut-Saint-Laurent,AGRICOLE,2018-04-01,3600099.0,-2.1,AGRICOLELe Haut-Saint-Laurent
Abitibi-Ouest,AGRICOLE,2018-04-01,801565.0,-2.1,AGRICOLEAbitibi-Ouest
Abitibi-Ouest,COMMERCIAL,2018-04-01,4052749.0,-2.1,COMMERCIALAbitibi-Ouest
Abitibi-Ouest,INDUSTRIEL,2018-04-01,19424776.39047619,-2.1,INDUSTRIELAbitibi-Ouest
Abitibi-Ouest,INSTITUTIONNEL,2018-04-01,2627825.0,-2.1,INSTITUTIONNELAbitibi-Ouest
Kamouraska,AGRICOLE,2018-04-01,2937030.0,-2.1,AGRICOLEKamouraska
Kamouraska,COMMERCIAL,2018-04-01,6819903.0,-2.1,COMMERCIALKamouraska
Kamouraska,INDUSTRIEL,2018-04-01,2563478.0,-2.1,INDUSTRIELKamouraska
Kamouraska,INSTITUTIONNEL,2018-04-01,2635824.0,-2.1,INSTITUTIONNELKamouraska
Kamouraska,RÉSIDENTIEL,2018-04-01,14584891.0,-2.1,RÉSIDENTIELKamouraska
Caniapiscau,INSTITUTIONNEL,2018-04-01,970462.0,-2.1,INSTITUTIONNELCaniapiscau
Charlevoix,AGRICOLE,2018-04-01,489540.0,-2.1,AGRICOLECharlevoix
Charlevoix,COMMERCIAL,2018-04-01,6138561.0,-2.1,COMMERCIALCharlevoix
Brome-Missisquoi,AGRICOLE,2018-04-01,4583652.0,-2.1,AGRICOLEBrome-Missisquoi
Nicolet-Yamaska,INSTITUTIONNEL,2018-04-01,2461502.0,-2.1,INSTITUTIONNELNicolet-Yamaska
Nicolet-Yamaska,INDUSTRIEL,2018-04-01,2122555.0,-2.1,INDUSTRIELNicolet-Yamaska
Nicolet-Yamaska,COMMERCIAL,2018-04-01,5845636.0,-2.1,COMMERCIALNicolet-Yamaska
Nicolet-Yamaska,AGRICOLE,2018-04-01,4092076.0,-2.1,AGRICOLENicolet-Yamaska
Beauharnois-Salaberry,RÉSIDENTIEL,2018-04-01,52934987.0,-2.1,RÉSIDENTIELBeauharnois-Salaberry
Beauharnois-Salaberry,INSTITUTIONNEL,2018-04-01,6965055.0,-2.1,INSTITUTIONNELBeauharnois-Salaberry
Beauharnois-Salaberry,INDUSTRIEL,2018-04-01,142440485.05996603,-2.1,INDUSTRIELBeauharnois-Salaberry
Beauharnois-Salaberry,COMMERCIAL,2018-04-01,19890911.0,-2.1,COMMERCIALBeauharnois-Salaberry
Beauharnois-Salaberry,AGRICOLE,2018-04-01,1948542.0,-2.1,AGRICOLEBeauharnois-Salaberry
La Vallée-de-la-Gatineau,INDUSTRIEL,2018-04-01,2013513.0,-2.1,INDUSTRIELLa Vallée-de-la-Gatineau
La Vallée-de-la-Gatineau,INSTITUTIONNEL,2018-04-01,1409640.0,-2.1,INSTITUTIONNELLa Vallée-de-la-Gatineau
La Vallée-de-la-Gatineau,RÉSIDENTIEL,2018-04-01,20738577.0,-2.1,RÉSIDENTIELLa Vallée-de-la-Gatineau
Acton,RÉSIDENTIEL,2018-04-01,11370863.0,-2.1,RÉSIDENTIELActon
Acton,INSTITUTIONNEL,2018-04-01,845995.0,-2.1,INSTITUTIONNELActon
