mrc,sector,date,total_kwh,tavg,sector_mrc
Minganie,INDUSTRIEL,2022-09-01,1086990.0,13.3,INDUSTRIELMinganie
Minganie,COMMERCIAL,2022-09-01,1284492.0,13.3,COMMERCIALMinganie
Minganie,AGRICOLE,2022-09-01,3169.0,13.3,AGRICOLEMinganie
Sept-Rivières,AGRICOLE,2022-09-01,22211.0,13.3,AGRICOLESept-Rivières
Sept-Rivières,COMMERCIAL,2022-09-01,14093303.0,13.3,COMMERCIALSept-Rivières
Sept-Rivières,INDUSTRIEL,2022-09-01,795456070.9714286,13.3,INDUSTRIELSept-Rivières
Sept-Rivières,INSTITUTIONNEL,2022-09-01,5156033.0,13.3,INSTITUTIONNELSept-Rivières
Sept-Rivières,RÉSIDENTIEL,2022-09-01,13653238.0,13.3,RÉSIDENTIELSept-Rivières
Bellechasse,RÉSIDENTIEL,2022-09-01,16718864.0,13.3,RÉSIDENTIELBellechasse
Thérèse-De Blainville,AGRICOLE,2022-09-01,512529.0,13.3,AGRICOLEThérèse-De Blainville
L'Islet,RÉSIDENTIEL,2022-09-01,7376575.0,13.3,RÉSIDENTIELL'Islet
Matawinie,RÉSIDENTIEL,2022-09-01,34672569.0,13.3,RÉSIDENTIELMatawinie
Beauce-Centre,COMMERCIAL,2022-09-01,4176191.0,13.3,COMMERCIALBeauce-Centre
La Mitis,RÉSIDENTIEL,2022-09-01,7942321.0,13.3,RÉSIDENTIELLa Mitis
La Haute-Yamaska,RÉSIDENTIEL,2022-09-01,40601509.0,13.3,RÉSIDENTIELLa Haute-Yamaska
La Haute-Yamaska,INSTITUTIONNEL,2022-09-01,5194214.0,13.3,INSTITUTIONNELLa Haute-Yamaska
La Haute-Yamaska,INDUSTRIEL,2022-09-01,16323208.16,13.3,INDUSTRIELLa Haute-Yamaska
La Haute-Yamaska,COMMERCIAL,2022-09-01,18930803.0,13.3,COMMERCIALLa Haute-Yamaska
La Haute-Yamaska,AGRICOLE,2022-09-01,2137473.0,13.3,AGRICOLELa Haute-Yamaska
Portneuf,RÉSIDENTIEL,2022-09-01,26263206.0,13.3,RÉSIDENTIELPortneuf
Portneuf,INSTITUTIONNEL,2022-09-01,3779128.0,13.3,INSTITUTIONNELPortneuf
La Mitis,INSTITUTIONNEL,2022-09-01,1569785.0,13.3,INSTITUTIONNELLa Mitis
Portneuf,INDUSTRIEL,2022-09-01,360843529.4,13.3,INDUSTRIELPortneuf
Portneuf,AGRICOLE,2022-09-01,2647423.0,13.3,AGRICOLEPortneuf
Arthabaska,AGRICOLE,2022-09-01,5990972.0,13.3,AGRICOLEArthabaska
Arthabaska,COMMERCIAL,2022-09-01,17273313.0,13.3,COMMERCIALArthabaska
Arthabaska,INDUSTRIEL,2022-09-01,28398490.925714284,13.3,INDUSTRIELArthabaska
Arthabaska,INSTITUTIONNEL,2022-09-01,4258437.0,13.3,INSTITUTIONNELArthabaska
Arthabaska,RÉSIDENTIEL,2022-09-01,33339289.0,13.3,RÉSIDENTIELArthabaska
Joliette,AGRICOLE,2022-09-01,1867872.0,13.3,AGRICOLEJoliette
Joliette,COMMERCIAL,2022-09-01,9416224.0,13.3,COMMERCIALJoliette
Portneuf,COMMERCIAL,2022-09-01,8581820.0,13.3,COMMERCIALPortneuf
La Mitis,INDUSTRIEL,2022-09-01,6737340.6,13.3,INDUSTRIELLa Mitis
La Mitis,COMMERCIAL,2022-09-01,3276097.0,13.3,COMMERCIALLa Mitis
La Mitis,AGRICOLE,2022-09-01,1440042.0,13.3,AGRICOLELa Mitis
Le Granit,INSTITUTIONNEL,2022-09-01,2082506.0,13.3,INSTITUTIONNELLe Granit
Le Granit,INDUSTRIEL,2022-09-01,17017507.9,13.3,INDUSTRIELLe Granit
Le Granit,COMMERCIAL,2022-09-01,3180240.0,13.3,COMMERCIALLe Granit
Le Granit,AGRICOLE,2022-09-01,1738338.0,13.3,AGRICOLELe Granit
La Côte-de-Gaspé,RÉSIDENTIEL,2022-09-01,8256260.0,13.3,RÉSIDENTIELLa Côte-de-Gaspé
La Côte-de-Gaspé,INSTITUTIONNEL,2022-09-01,2622362.0,13.3,INSTITUTIONNELLa Côte-de-Gaspé
La Côte-de-Gaspé,INDUSTRIEL,2022-09-01,1694556.0,13.3,INDUSTRIELLa Côte-de-Gaspé
La Côte-de-Gaspé,COMMERCIAL,2022-09-01,4432016.0,13.3,COMMERCIALLa Côte-de-Gaspé
La Côte-de-Gaspé,AGRICOLE,2022-09-01,107486.0,13.3,AGRICOLELa Côte-de-Gaspé
La Vallée-du-Richelieu,RÉSIDENTIEL,2022-09-01,61047406.0,13.3,RÉSIDENTIELLa Vallée-du-Richelieu
La Vallée-du-Richelieu,INSTITUTIONNEL,2022-09-01,5045181.0,13.3,INSTITUTIONNELLa Vallée-du-Richelieu
La Vallée-du-Richelieu,INDUSTRIEL,2022-09-01,4434229.0,13.3,INDUSTRIELLa Vallée-du-Richelieu
La Vallée-du-Richelieu,COMMERCIAL,2022-09-01,20135075.0,13.3,COMMERCIALLa Vallée-du-Richelieu
La Vallée-du-Richelieu,AGRICOLE,2022-09-01,1279258.0,13.3,AGRICOLELa Vallée-du-Richelieu
Le Domaine-du-Roy,AGRICOLE,2022-09-01,782707.0,13.3,AGRICOLELe Domaine-du-Roy
Le Domaine-du-Roy,COMMERCIAL,2022-09-01,17043409.0,13.3,COMMERCIALLe Domaine-du-Roy
Le Domaine-du-Roy,INDUSTRIEL,2022-09-01,31686072.9,13.3,INDUSTRIELLe Domaine-du-Roy
Le Domaine-du-Roy,INSTITUTIONNEL,2022-09-01,3216713.0,13.3,INSTITUTIONNELLe Domaine-du-Roy
Le Domaine-du-Roy,RÉSIDENTIEL,2022-09-01,13529364.0,13.3,RÉSIDENTIELLe Domaine-du-Roy
Joliette,INDUSTRIEL,2022-09-01,29137628.0,13.3,INDUSTRIELJoliette
Le Granit,RÉSIDENTIEL,2022-09-01,11046148.0,13.3,RÉSIDENTIELLe Granit
Joliette,INSTITUTIONNEL,2022-09-01,37737277.04258065,13.3,INSTITUTIONNELJoliette
Rouville,AGRICOLE,2022-09-01,3218719.0,13.3,AGRICOLERouville
L'Assomption,RÉSIDENTIEL,2022-09-01,57393221.0,13.3,RÉSIDENTIELL'Assomption
Les Moulins,AGRICOLE,2022-09-01,329670.0,13.3,AGRICOLELes Moulins
Les Moulins,COMMERCIAL,2022-09-01,33814314.6,13.3,COMMERCIALLes Moulins
Les Moulins,INDUSTRIEL,2022-09-01,10163605.6,13.3,INDUSTRIELLes Moulins
Les Moulins,INSTITUTIONNEL,2022-09-01,9450220.0,13.3,INSTITUTIONNELLes Moulins
Les Moulins,RÉSIDENTIEL,2022-09-01,78145427.0,13.3,RÉSIDENTIELLes Moulins
Charlevoix,AGRICOLE,2022-09-01,501084.0,13.3,AGRICOLECharlevoix
Charlevoix,COMMERCIAL,2022-09-01,5746580.0,13.3,COMMERCIALCharlevoix
L'Assomption,INSTITUTIONNEL,2022-09-01,5079412.0,13.3,INSTITUTIONNELL'Assomption
Charlevoix,INDUSTRIEL,2022-09-01,798102.0,13.3,INDUSTRIELCharlevoix
Charlevoix,RÉSIDENTIEL,2022-09-01,7324361.0,13.3,RÉSIDENTIELCharlevoix
L'Érable,AGRICOLE,2022-09-01,4180432.0,13.3,AGRICOLEL'Érable
L'Érable,COMMERCIAL,2022-09-01,7553014.0,13.3,COMMERCIALL'Érable
L'Érable,INDUSTRIEL,2022-09-01,8271409.1,13.3,INDUSTRIELL'Érable
L'Érable,INSTITUTIONNEL,2022-09-01,1375667.0,13.3,INSTITUTIONNELL'Érable
L'Érable,RÉSIDENTIEL,2022-09-01,10684838.0,13.3,RÉSIDENTIELL'Érable
La Haute-Côte-Nord,AGRICOLE,2022-09-01,124351.0,13.3,AGRICOLELa Haute-Côte-Nord
La Haute-Côte-Nord,COMMERCIAL,2022-09-01,9679170.5,13.3,COMMERCIALLa Haute-Côte-Nord
Charlevoix,INSTITUTIONNEL,2022-09-01,692038.0,13.3,INSTITUTIONNELCharlevoix
L'Assomption,INDUSTRIEL,2022-09-01,2645716.0,13.3,INDUSTRIELL'Assomption
L'Assomption,COMMERCIAL,2022-09-01,17545086.0,13.3,COMMERCIALL'Assomption
L'Assomption,AGRICOLE,2022-09-01,633989.0,13.3,AGRICOLEL'Assomption
Rouville,COMMERCIAL,2022-09-01,6563384.0,13.3,COMMERCIALRouville
Rouville,INDUSTRIEL,2022-09-01,16811669.979569893,13.3,INDUSTRIELRouville
Rouville,INSTITUTIONNEL,2022-09-01,20909781.602150537,13.3,INSTITUTIONNELRouville
Rouville,RÉSIDENTIEL,2022-09-01,16359335.0,13.3,RÉSIDENTIELRouville
La Matapédia,RÉSIDENTIEL,2022-09-01,7705025.0,13.3,RÉSIDENTIELLa Matapédia
La Matapédia,INSTITUTIONNEL,2022-09-01,1170639.0,13.3,INSTITUTIONNELLa Matapédia
La Matapédia,INDUSTRIEL,2022-09-01,10001675.8,13.3,INDUSTRIELLa Matapédia
La Matapédia,COMMERCIAL,2022-09-01,5090151.0,13.3,COMMERCIALLa Matapédia
La Matapédia,AGRICOLE,2022-09-01,1057089.0,13.3,AGRICOLELa Matapédia
Beauharnois-Salaberry,RÉSIDENTIEL,2022-09-01,30646430.0,13.3,RÉSIDENTIELBeauharnois-Salaberry
Beauharnois-Salaberry,INSTITUTIONNEL,2022-09-01,5025873.0,13.3,INSTITUTIONNELBeauharnois-Salaberry
Beauharnois-Salaberry,INDUSTRIEL,2022-09-01,123822934.59503327,13.3,INDUSTRIELBeauharnois-Salaberry
Beauharnois-Salaberry,COMMERCIAL,2022-09-01,23977951.4,13.3,COMMERCIALBeauharnois-Salaberry
Beauce-Centre,AGRICOLE,2022-09-01,2473706.0,13.3,AGRICOLEBeauce-Centre
Lac-Saint-Jean-Est,RÉSIDENTIEL,2022-09-01,20611261.0,13.3,RÉSIDENTIELLac-Saint-Jean-Est
Lac-Saint-Jean-Est,INSTITUTIONNEL,2022-09-01,11927475.203010753,13.3,INSTITUTIONNELLac-Saint-Jean-Est
Lac-Saint-Jean-Est,INDUSTRIEL,2022-09-01,24896229.014285713,13.3,INDUSTRIELLac-Saint-Jean-Est
Lac-Saint-Jean-Est,COMMERCIAL,2022-09-01,6762889.0,13.3,COMMERCIALLac-Saint-Jean-Est
Lac-Saint-Jean-Est,AGRICOLE,2022-09-01,2510554.0,13.3,AGRICOLELac-Saint-Jean-Est
Joliette,RÉSIDENTIEL,2022-09-01,25280961.0,13.3,RÉSIDENTIELJoliette
La Haute-Côte-Nord,INDUSTRIEL,2022-09-01,3576101.4,13.3,INDUSTRIELLa Haute-Côte-Nord
D'Autray,RÉSIDENTIEL,2022-09-01,21535157.0,13.3,RÉSIDENTIELD'Autray
D'Autray,INDUSTRIEL,2022-09-01,6474033.0,13.3,INDUSTRIELD'Autray
Témiscouata,RÉSIDENTIEL,2022-09-01,8843377.0,13.3,RÉSIDENTIELTémiscouata
Roussillon,AGRICOLE,2022-09-01,1647755.0,13.3,AGRICOLERoussillon
Roussillon,COMMERCIAL,2022-09-01,25812323.0,13.3,COMMERCIALRoussillon
Roussillon,INDUSTRIEL,2022-09-01,34684136.2,13.3,INDUSTRIELRoussillon
Roussillon,INSTITUTIONNEL,2022-09-01,9634904.0,13.3,INSTITUTIONNELRoussillon
Roussillon,RÉSIDENTIEL,2022-09-01,81293270.0,13.3,RÉSIDENTIELRoussillon
Abitibi,RÉSIDENTIEL,2022-09-01,9571287.0,13.3,RÉSIDENTIELAbitibi
Abitibi,INSTITUTIONNEL,2022-09-01,6792319.887741935,13.3,INSTITUTIONNELAbitibi
Témiscouata,INSTITUTIONNEL,2022-09-01,1684297.0,13.3,INSTITUTIONNELTémiscouata
Abitibi,INDUSTRIEL,2022-09-01,16764404.8,13.3,INDUSTRIELAbitibi
Abitibi,AGRICOLE,2022-09-01,379050.0,13.3,AGRICOLEAbitibi
Le Haut-Saint-Laurent,AGRICOLE,2022-09-01,2855542.0,13.3,AGRICOLELe Haut-Saint-Laurent
Le Haut-Saint-Laurent,COMMERCIAL,2022-09-01,5451454.0,13.3,COMMERCIALLe Haut-Saint-Laurent
Le Haut-Saint-Laurent,INDUSTRIEL,2022-09-01,2562087.0,13.3,INDUSTRIELLe Haut-Saint-Laurent
Le Haut-Saint-Laurent,INSTITUTIONNEL,2022-09-01,1228347.0,13.3,INSTITUTIONNELLe Haut-Saint-Laurent
Le Haut-Saint-Laurent,RÉSIDENTIEL,2022-09-01,11077707.0,13.3,RÉSIDENTIELLe Haut-Saint-Laurent
Drummond,RÉSIDENTIEL,2022-09-01,46740372.0,13.3,RÉSIDENTIELDrummond
Drummond,INSTITUTIONNEL,2022-09-01,5998695.0,13.3,INSTITUTIONNELDrummond
Abitibi,COMMERCIAL,2022-09-01,4872651.0,13.3,COMMERCIALAbitibi
Témiscouata,INDUSTRIEL,2022-09-01,18224578.7,13.3,INDUSTRIELTémiscouata
Témiscouata,COMMERCIAL,2022-09-01,3915008.0,13.3,COMMERCIALTémiscouata
Témiscouata,AGRICOLE,2022-09-01,1132315.0,13.3,AGRICOLETémiscouata
La Haute-Gaspésie,AGRICOLE,2022-09-01,31261.0,13.3,AGRICOLELa Haute-Gaspésie
La Haute-Gaspésie,COMMERCIAL,2022-09-01,3308837.0,13.3,COMMERCIALLa Haute-Gaspésie
La Haute-Gaspésie,INDUSTRIEL,2022-09-01,871001.0,13.3,INDUSTRIELLa Haute-Gaspésie
La Haute-Gaspésie,INSTITUTIONNEL,2022-09-01,776151.0,13.3,INSTITUTIONNELLa Haute-Gaspésie
La Haute-Gaspésie,RÉSIDENTIEL,2022-09-01,5422161.0,13.3,RÉSIDENTIELLa Haute-Gaspésie
Caniapiscau,COMMERCIAL,2022-09-01,1636596.0,13.3,COMMERCIALCaniapiscau
Caniapiscau,INDUSTRIEL,2022-09-01,107316007.6,13.3,INDUSTRIELCaniapiscau
Caniapiscau,INSTITUTIONNEL,2022-09-01,687959.0,13.3,INSTITUTIONNELCaniapiscau
Caniapiscau,RÉSIDENTIEL,2022-09-01,2516771.0,13.3,RÉSIDENTIELCaniapiscau
Le Haut-Saint-François,RÉSIDENTIEL,2022-09-01,9455690.0,13.3,RÉSIDENTIELLe Haut-Saint-François
Le Haut-Saint-François,INSTITUTIONNEL,2022-09-01,1464191.0,13.3,INSTITUTIONNELLe Haut-Saint-François
Le Haut-Saint-François,INDUSTRIEL,2022-09-01,8063928.530376344,13.3,INDUSTRIELLe Haut-Saint-François
Le Haut-Saint-François,COMMERCIAL,2022-09-01,5180972.9,13.3,COMMERCIALLe Haut-Saint-François
Le Haut-Saint-François,AGRICOLE,2022-09-01,1951385.0,13.3,AGRICOLELe Haut-Saint-François
Kamouraska,RÉSIDENTIEL,2022-09-01,8740608.0,13.3,RÉSIDENTIELKamouraska
Kamouraska,INSTITUTIONNEL,2022-09-01,1655848.0,13.3,INSTITUTIONNELKamouraska
Kamouraska,INDUSTRIEL,2022-09-01,2609580.0,13.3,INDUSTRIELKamouraska
Kamouraska,COMMERCIAL,2022-09-01,4858705.0,13.3,COMMERCIALKamouraska
Kamouraska,AGRICOLE,2022-09-01,2945664.0,13.3,AGRICOLEKamouraska
Drummond,INDUSTRIEL,2022-09-01,27475671.96857143,13.3,INDUSTRIELDrummond
D'Autray,INSTITUTIONNEL,2022-09-01,1661868.0,13.3,INSTITUTIONNELD'Autray
Drummond,COMMERCIAL,2022-09-01,28904312.2,13.3,COMMERCIALDrummond
Le Haut-Richelieu,RÉSIDENTIEL,2022-09-01,54843862.0,13.3,RÉSIDENTIELLe Haut-Richelieu
Rimouski-Neigette,AGRICOLE,2022-09-01,1434462.0,13.3,AGRICOLERimouski-Neigette
Les Etchemins,RÉSIDENTIEL,2022-09-01,8198477.0,13.3,RÉSIDENTIELLes Etchemins
Les Etchemins,INSTITUTIONNEL,2022-09-01,765836.0,13.3,INSTITUTIONNELLes Etchemins
Les Etchemins,INDUSTRIEL,2022-09-01,2359040.0,13.3,INDUSTRIELLes Etchemins
Les Etchemins,COMMERCIAL,2022-09-01,2861133.0,13.3,COMMERCIALLes Etchemins
Les Etchemins,AGRICOLE,2022-09-01,707407.0,13.3,AGRICOLELes Etchemins
La Vallée-de-l'Or,RÉSIDENTIEL,2022-09-01,19803631.0,13.3,RÉSIDENTIELLa Vallée-de-l'Or
La Vallée-de-l'Or,INSTITUTIONNEL,2022-09-01,3022126.0,13.3,INSTITUTIONNELLa Vallée-de-l'Or
Rimouski-Neigette,COMMERCIAL,2022-09-01,15198926.0,13.3,COMMERCIALRimouski-Neigette
La Vallée-de-l'Or,INDUSTRIEL,2022-09-01,81424989.9,13.3,INDUSTRIELLa Vallée-de-l'Or
La Vallée-de-l'Or,AGRICOLE,2022-09-01,202270.0,13.3,AGRICOLELa Vallée-de-l'Or
La Matanie,RÉSIDENTIEL,2022-09-01,9485656.0,13.3,RÉSIDENTIELLa Matanie
La Matanie,INSTITUTIONNEL,2022-09-01,2088862.0,13.3,INSTITUTIONNELLa Matanie
La Matanie,INDUSTRIEL,2022-09-01,39512517.2,13.3,INDUSTRIELLa Matanie
La Matanie,COMMERCIAL,2022-09-01,4658450.0,13.3,COMMERCIALLa Matanie
La Matanie,AGRICOLE,2022-09-01,525237.0,13.3,AGRICOLELa Matanie
D'Autray,AGRICOLE,2022-09-01,2883106.0,13.3,AGRICOLED'Autray
D'Autray,COMMERCIAL,2022-09-01,7241535.0,13.3,COMMERCIALD'Autray
La Vallée-de-l'Or,COMMERCIAL,2022-09-01,11850279.0,13.3,COMMERCIALLa Vallée-de-l'Or
Rimouski-Neigette,INDUSTRIEL,2022-09-01,1703574.0,13.3,INDUSTRIELRimouski-Neigette
Rimouski-Neigette,INSTITUTIONNEL,2022-09-01,5063478.0,13.3,INSTITUTIONNELRimouski-Neigette
Rimouski-Neigette,RÉSIDENTIEL,2022-09-01,24276242.0,13.3,RÉSIDENTIELRimouski-Neigette
Le Haut-Richelieu,INSTITUTIONNEL,2022-09-01,8314048.0,13.3,INSTITUTIONNELLe Haut-Richelieu
Le Haut-Richelieu,INDUSTRIEL,2022-09-01,12945532.0,13.3,INDUSTRIELLe Haut-Richelieu
Le Haut-Richelieu,COMMERCIAL,2022-09-01,24509738.0,13.3,COMMERCIALLe Haut-Richelieu
Le Haut-Richelieu,AGRICOLE,2022-09-01,2913240.0,13.3,AGRICOLELe Haut-Richelieu
Le Rocher-Percé,AGRICOLE,2022-09-01,137419.0,13.3,AGRICOLELe Rocher-Percé
Le Rocher-Percé,COMMERCIAL,2022-09-01,4042539.0,13.3,COMMERCIALLe Rocher-Percé
Le Rocher-Percé,INDUSTRIEL,2022-09-01,19937281.8,13.3,INDUSTRIELLe Rocher-Percé
Le Rocher-Percé,INSTITUTIONNEL,2022-09-01,1391407.0,13.3,INSTITUTIONNELLe Rocher-Percé
Le Rocher-Percé,RÉSIDENTIEL,2022-09-01,8031902.0,13.3,RÉSIDENTIELLe Rocher-Percé
Pierre-De Saurel,RÉSIDENTIEL,2022-09-01,23303152.0,13.3,RÉSIDENTIELPierre-De Saurel
Pierre-De Saurel,INSTITUTIONNEL,2022-09-01,3619293.0,13.3,INSTITUTIONNELPierre-De Saurel
Pierre-De Saurel,INDUSTRIEL,2022-09-01,274074251.6,13.3,INDUSTRIELPierre-De Saurel
Pierre-De Saurel,COMMERCIAL,2022-09-01,9244257.0,13.3,COMMERCIALPierre-De Saurel
Pierre-De Saurel,AGRICOLE,2022-09-01,1398120.0,13.3,AGRICOLEPierre-De Saurel
Beauce-Sartigan,RÉSIDENTIEL,2022-09-01,23700874.0,13.3,RÉSIDENTIELBeauce-Sartigan
Beauce-Sartigan,INSTITUTIONNEL,2022-09-01,3167355.0,13.3,INSTITUTIONNELBeauce-Sartigan
Beauce-Sartigan,INDUSTRIEL,2022-09-01,26667172.6,13.3,INDUSTRIELBeauce-Sartigan
Beauce-Sartigan,COMMERCIAL,2022-09-01,13647707.0,13.3,COMMERCIALBeauce-Sartigan
Beauce-Sartigan,AGRICOLE,2022-09-01,2025253.0,13.3,AGRICOLEBeauce-Sartigan
Drummond,AGRICOLE,2022-09-01,5327983.0,13.3,AGRICOLEDrummond
La Haute-Côte-Nord,INSTITUTIONNEL,2022-09-01,1238436.0,13.3,INSTITUTIONNELLa Haute-Côte-Nord
Beauharnois-Salaberry,AGRICOLE,2022-09-01,1474176.0,13.3,AGRICOLEBeauharnois-Salaberry
Bonaventure,INDUSTRIEL,2022-09-01,778147.0,13.3,INDUSTRIELBonaventure
Vaudreuil-Soulanges,INDUSTRIEL,2022-09-01,10526191.91827957,13.3,INDUSTRIELVaudreuil-Soulanges
Vaudreuil-Soulanges,INSTITUTIONNEL,2022-09-01,6095658.0,13.3,INSTITUTIONNELVaudreuil-Soulanges
Vaudreuil-Soulanges,RÉSIDENTIEL,2022-09-01,76631413.0,13.3,RÉSIDENTIELVaudreuil-Soulanges
Témiscamingue,INSTITUTIONNEL,2022-09-01,1139152.0,13.3,INSTITUTIONNELTémiscamingue
Témiscamingue,INDUSTRIEL,2022-09-01,82545884.43896165,13.3,INDUSTRIELTémiscamingue
Témiscamingue,COMMERCIAL,2022-09-01,3556477.0,13.3,COMMERCIALTémiscamingue
Vaudreuil-Soulanges,COMMERCIAL,2022-09-01,30444531.5,13.3,COMMERCIALVaudreuil-Soulanges
Témiscamingue,AGRICOLE,2022-09-01,1337954.0,13.3,AGRICOLETémiscamingue
Le Fjord-du-Saguenay,INSTITUTIONNEL,2022-09-01,1107499.0,13.3,INSTITUTIONNELLe Fjord-du-Saguenay
Le Fjord-du-Saguenay,INDUSTRIEL,2022-09-01,368590.0,13.3,INDUSTRIELLe Fjord-du-Saguenay
Le Fjord-du-Saguenay,COMMERCIAL,2022-09-01,3126056.0,13.3,COMMERCIALLe Fjord-du-Saguenay
Le Fjord-du-Saguenay,AGRICOLE,2022-09-01,364329.0,13.3,AGRICOLELe Fjord-du-Saguenay
Antoine-Labelle,RÉSIDENTIEL,2022-09-01,19542796.0,13.3,RÉSIDENTIELAntoine-Labelle
Antoine-Labelle,INSTITUTIONNEL,2022-09-01,3142414.0,13.3,INSTITUTIONNELAntoine-Labelle
Le Fjord-du-Saguenay,RÉSIDENTIEL,2022-09-01,12180508.0,13.3,RÉSIDENTIELLe Fjord-du-Saguenay
Antoine-Labelle,INDUSTRIEL,2022-09-01,2096536.1,13.3,INDUSTRIELAntoine-Labelle
Vaudreuil-Soulanges,AGRICOLE,2022-09-01,2921367.0,13.3,AGRICOLEVaudreuil-Soulanges
Bonaventure,AGRICOLE,2022-09-01,179477.0,13.3,AGRICOLEBonaventure
Acton,AGRICOLE,2022-09-01,3161519.0,13.3,AGRICOLEActon
La Jacques-Cartier,RÉSIDENTIEL,2022-09-01,26237881.0,13.3,RÉSIDENTIELLa Jacques-Cartier
La Jacques-Cartier,INSTITUTIONNEL,2022-09-01,5668479.2,13.3,INSTITUTIONNELLa Jacques-Cartier
La Jacques-Cartier,INDUSTRIEL,2022-09-01,236867.0,13.3,INDUSTRIELLa Jacques-Cartier
La Jacques-Cartier,COMMERCIAL,2022-09-01,4783438.0,13.3,COMMERCIALLa Jacques-Cartier
La Jacques-Cartier,AGRICOLE,2022-09-01,234755.0,13.3,AGRICOLELa Jacques-Cartier
Témiscamingue,RÉSIDENTIEL,2022-09-01,7020107.0,13.3,RÉSIDENTIELTémiscamingue
Matawinie,AGRICOLE,2022-09-01,1571675.0,13.3,AGRICOLEMatawinie
Matawinie,INDUSTRIEL,2022-09-01,3435789.8,13.3,INDUSTRIELMatawinie
Matawinie,INSTITUTIONNEL,2022-09-01,1534382.0,13.3,INSTITUTIONNELMatawinie
Bonaventure,RÉSIDENTIEL,2022-09-01,7810458.0,13.3,RÉSIDENTIELBonaventure
Bonaventure,INSTITUTIONNEL,2022-09-01,1337367.0,13.3,INSTITUTIONNELBonaventure
Montcalm,INSTITUTIONNEL,2022-09-01,1316308.0,13.3,INSTITUTIONNELMontcalm
Bonaventure,COMMERCIAL,2022-09-01,3716694.0,13.3,COMMERCIALBonaventure
Matawinie,COMMERCIAL,2022-09-01,10721983.0,13.3,COMMERCIALMatawinie
Papineau,RÉSIDENTIEL,2022-09-01,14043080.0,13.3,RÉSIDENTIELPapineau
Papineau,INSTITUTIONNEL,2022-09-01,1021682.0,13.3,INSTITUTIONNELPapineau
Papineau,INDUSTRIEL,2022-09-01,3802790.8,13.3,INDUSTRIELPapineau
Lotbinière,INDUSTRIEL,2022-09-01,7889081.6,13.3,INDUSTRIELLotbinière
Lotbinière,INSTITUTIONNEL,2022-09-01,1423970.0,13.3,INSTITUTIONNELLotbinière
Lotbinière,RÉSIDENTIEL,2022-09-01,15695024.0,13.3,RÉSIDENTIELLotbinière
Mékinac,COMMERCIAL,2022-09-01,2457209.0,13.3,COMMERCIALMékinac
Mékinac,AGRICOLE,2022-09-01,720625.0,13.3,AGRICOLEMékinac
Les Sources,AGRICOLE,2022-09-01,1531506.0,13.3,AGRICOLELes Sources
Lotbinière,COMMERCIAL,2022-09-01,5450355.0,13.3,COMMERCIALLotbinière
Les Sources,COMMERCIAL,2022-09-01,2767337.0,13.3,COMMERCIALLes Sources
Les Sources,INSTITUTIONNEL,2022-09-01,813932.0,13.3,INSTITUTIONNELLes Sources
Les Sources,RÉSIDENTIEL,2022-09-01,6658956.0,13.3,RÉSIDENTIELLes Sources
Brome-Missisquoi,RÉSIDENTIEL,2022-09-01,34972904.0,13.3,RÉSIDENTIELBrome-Missisquoi
Montcalm,AGRICOLE,2022-09-01,3757087.0,13.3,AGRICOLEMontcalm
Montcalm,COMMERCIAL,2022-09-01,7473650.0,13.3,COMMERCIALMontcalm
Montcalm,INDUSTRIEL,2022-09-01,6561038.3,13.3,INDUSTRIELMontcalm
Les Sources,INDUSTRIEL,2022-09-01,951113.0,13.3,INDUSTRIELLes Sources
Lotbinière,AGRICOLE,2022-09-01,5471907.0,13.3,AGRICOLELotbinière
Mékinac,INDUSTRIEL,2022-09-01,720265.0,13.3,INDUSTRIELMékinac
Mékinac,INSTITUTIONNEL,2022-09-01,477429.0,13.3,INSTITUTIONNELMékinac
Papineau,COMMERCIAL,2022-09-01,4465857.0,13.3,COMMERCIALPapineau
Papineau,AGRICOLE,2022-09-01,1038681.0,13.3,AGRICOLEPapineau
Antoine-Labelle,COMMERCIAL,2022-09-01,7887699.0,13.3,COMMERCIALAntoine-Labelle
La Haute-Côte-Nord,RÉSIDENTIEL,2022-09-01,4520627.0,13.3,RÉSIDENTIELLa Haute-Côte-Nord
Antoine-Labelle,AGRICOLE,2022-09-01,788150.0,13.3,AGRICOLEAntoine-Labelle
Brome-Missisquoi,AGRICOLE,2022-09-01,3926448.0,13.3,AGRICOLEBrome-Missisquoi
Brome-Missisquoi,COMMERCIAL,2022-09-01,39459479.9,13.3,COMMERCIALBrome-Missisquoi
La Nouvelle-Beauce,RÉSIDENTIEL,2022-09-01,17618969.0,13.3,RÉSIDENTIELLa Nouvelle-Beauce
La Nouvelle-Beauce,INSTITUTIONNEL,2022-09-01,2033699.0,13.3,INSTITUTIONNELLa Nouvelle-Beauce
La Nouvelle-Beauce,INDUSTRIEL,2022-09-01,11042341.56,13.3,INDUSTRIELLa Nouvelle-Beauce
La Nouvelle-Beauce,COMMERCIAL,2022-09-01,8315286.0,13.3,COMMERCIALLa Nouvelle-Beauce
La Nouvelle-Beauce,AGRICOLE,2022-09-01,5178559.0,13.3,AGRICOLELa Nouvelle-Beauce
Brome-Missisquoi,INDUSTRIEL,2022-09-01,24570295.3,13.3,INDUSTRIELBrome-Missisquoi
Brome-Missisquoi,INSTITUTIONNEL,2022-09-01,4306783.0,13.3,INSTITUTIONNELBrome-Missisquoi
